ID;WORD;VOCALIZED;WORD_TYPE;SYNO_SET;SYNO_SET_VOCALIZED
2990;ترسيخ;تَرْسِيخ;مصدر;"تثبيت";"تَثْبِيت"
2991;ترع;تَرِعَ;فعل;"امتلأ";"اِمْتَلأَ"
2992;ترع;تَّرَع;اسم;"امتلاء";"اِمْتِلاَء"
2993;ترف;تَرَف;اسم;"تنعّم;سعة(العيش)";"تَنَعُّم;سِعَة(العَيشِ)"
2994;ترف(عيشه);تَرِفَ(عَيْشُهُ);فعل;"وسع";"وَسِعَ"
2995;ترفع;تَرَفَّعَ;فعل;"ارتفع;تعلّى;تنزّه";"اِرْتَفَعَ;تَعَلّى;تَنَزَّهَ"
2996;ترفع;تَرَفُّع;اسم;"ارتفاع;تعلّي;تنزّه";"اِرْتِفَاع;تَعَلِّي;تَنَزُّه"
2997;ترقيع;تَرْقِيع;مصدر;"إصلاح";"إِصْلاَح"
2998;ترك;تَرْك;فعل;"طّرح;تخلية";"طَّرح;تَخْلِية"
2999;تركة;تَرْكَة;اسم;"ميراث";"مِيرَاث"
3000;ترك;تَرَكَ;فعل;"طرح;خلّى";"طَرَحَ;خَلّى"
3001;ترك(مالا);تَرَكَ(مالاً);فعل;"خلّف(ه)";"خَلَّفَ(ه)"
3002;ترك(المكان);تَرَكَ(المَكَان);فعل;"غادر(ه)";"غَادَرَ(ه)"
3003;ترنم;تَرَنَّمَ;فعل;"رجّع(الصوت);طرّب";"رَجَّعَ(الصَوتِ);طَرَّبَ"
3004;ترنم;تَرَنُّم;اسم;"ترجّيع(الصوت);تطريب";"تَرجِّيع(الصَوتِ);تَطْرِيب"
3005;ترنيمة;تَرْنِيمَة;مصدر;"أنشودة";"أُنْشُودَة"
3006;ترهات;تُرَّهَات;اسم;"أباطيل;كلام(فارغ)";"أَبَاطِيل;كَلاَم(فَارِغ)"
3007;تروي;تَرَوِّي;مصدر;"ارتواء;تفكّر;تأنّي";"اِرْتِوَاء;تَفَكُّر;تَأَنّي"
3008;ترياق;تِرْيَاق;اسم;"دواء;علاج";"دَوَاء;عِلاَج"
3009;تزايد;تَزَايَدَ;فعل;"زاد";"زَادَ"
3010;تزايد;تَزَايُد;مصدر;"زيادة";"زِيَادَة"
3011;تزعزع;تَزَعْزَعَ;فعل;"تحرّك;اضطرب";"تَحَرَّكَ;اِضْطَرَبَ"
3012;تزعزع;تَزَعْزُع;مصدر;"تحرّك;اضطراب";"تَحَرُّك;اِضْطِرَاب"
3013;تزلف;تَزَلُّف;مصدر;"تقدم;تقرب";"تَقَدُم;تَقَرُب"
3014;تزليخ;تَزْلِيخ;مصدر;"تمليس";"تَمْلِيس"
3015;تزمت;تَزَمَّتَ;فعل;"تشدّد;تعصب;رصن;وقر";"تَشَدَّدَ;تَعَصَبَ;رَصُنَ;وَقُرَ"
3016;تزميل;تَزْمِيل;مصدر;"إخفاء";"إِخْفَاء"
3017;تزوج;تَزَوَّجَ;فعل;"تأهل";"تَأَهَلَ"
3018;تزوير;تَزْوِير;اسم;"تزيين(الكذب);إبطال";"تَزْيِين(الكَذِب);إِبْطَال"
3019;تسارع;تَسَارَعَ;مصدر;"أسرع";"أَسْرَعَ"
3020;تسرع;تَسَرُع;مصدر;"إسراع";"إِسْرَاع"
3021;تسامح;تَسَامَحَ;فعل;"تساهل";"تَسَاهَلَ"
3022;تسامح;تَسَامُح;مصدر;"تساهل";"تَسَاهُل"
3023;تساهل;تَسَاهَلَ;فعل;"تسامح;لان";"تَسَامَحَ;لاَنَ"
3024;تساهل;تَسَاهُل;مصدر;"تسامح;لين";"تَسَامُح;لِين"
3025;تساوي;تَسَاوِي;اسم;"تعادل";"تَعَادُل"
3026;تسبيق;تَسْبِيق;مصدر;"تقديم";"تَقْدِيم"
3027;تسبيل;تَسْبِيل;مصدر;"إرخاء";"إِرْخَاء"
3028;تستر;تَسَتَّرَ;فعل;"اختفى;اختبأ";"اِخْتَفَى;اِخْتَبَأَ"
3029;تستر;تَسَتُّر;مصدر;"اختفاء;اختباء";"اِخْتِفَاء;اِخْتِبَاء"
3030;تسحيم;تَسْحِيم;مصدر;"تسويد";"تَسْوِيد"
3031;تسخيم;تَسْخِيم;مصدر;"فساد;إنتان;تسويد";"فَسَاد;إِنْتَان;تَسْوِيد"
3032;تسخين;تَسْخِين;مصدر;"إحماء";"إِحْمَاء"
3033;تسرع;تَسَرَّعَ;فعل;"أسرع";"أَسْرَعَ"
3034;تسرع;تَسَرُّع;مصدر;"إسراع";"إِسْرَاع"
3035;تسريح;تَسْرِيح;مصدر;"إرسال;تخليص";"إِرْسَال;تَخْلِيص"
3036;تسريع;تَسْرِيع;مصدر;"تعجيل";"تَعْجِيل"
3037;تسطيح;تَسْطِيح;مصدر;"بسط;تسوية";"بَسْط;تَسْوِيَة"
3038;تسطير;تَسْطِير;مصدر;"كتابة;تخطيط";"كِتَابَة;تَخْطِيط"
3039;تسكين;تَسْكِين;مصدر;"تهدئة";"تَهْدِئَة"
3040;تسلى;تَسَلَّى;فعل;"تلهّى";"تَلَهّى"
3041;تسلق;تَسَلُّق;اسم;"صعود";"صُعُود"
3042;تسلق;تَسَلَّقَ;فعل;"صعد";"صَعَدَ"
3043;تسهل;تَسَهَّلَ;فعل;"تيسّر";"تَيَسَّرَ"
3044;تسهيل;تَسْهِيل;مصدر;"تيسير";"تَيْسِير"
3045;تسوية;تَسْوِية;مصدر;"مساواة;عدل";"مُسَاوَاة;عَدْل"
3046;تسويف;تَسْوِيف;مصدر;"مماطلة";"مُمَاطَلَة"
3047;تسييل;تَسْيِيل;مصدر;"إجراء";"إِجْرَاء"
3048;تشاءى;تَشَاءى;فعل;"تفرّق;تسابق";"تَفَرَّقَ;تَسَابَقَ"
3049;تشاءم;تَشَاءَمَ;فعل;"تطيّر";"تَطَيَّرَ"
3050;تشاؤم;تَشَاؤُم;اسم;"تطيّر";"تَطَيُّر"
3051;تشائي;تَشَائِي;فعل;"تفرّق;تسابق";"تَفَرُّق;تَسَابُق"
3052;تشابك;تَشَابُك;مصدر;"اختلاط";"اِخْتِلاَط"
3053;تشابه;تَشَابَهَ;فعل;"تماثل";"تَمَاثَلَ"
3054;تشابه;تَشَابُه;اسم;"تماثل";"تَمَاثُل"
3055;تشاحن;تَشَاحَنَ;فعل;"تخاصم;تباغض";"تَخَاصَمَ;تَبَاغَضَ"
3056;تشاحن;تَشَاحُن;اسم;"تخاصم;تباغض";"تَخَاصُم;تَبَاغُض"
3057;تشاور;تَشَاوَرَ;فعل;"شاور";"شَاوَرَ"
3058;تشاور;تَشَاوُر;اسم;"مشاورة";"مُشَاوَرَة"
3059;تشبك;تَشَبَّكَ;فعل;"تداخل;اختلط;التبس";"تَدَاخَلَ;اِخْتَلَطَ;اِلْتَبَسَ"
3060;تشبك;تَشَبُّك;اسم;"تداخل;اختلاط;التباس";"تَدَاخُل;اِخْتِلاَط;اِلْتِبَاس"
3061;تشبه;تَشَبُه;اسم;"مماثلة";"مُمَاثَلَة"
3062;تشبه;تَشَبَّهَ;مصدر;"ماثل";"مَاثَلَ"
3063;تشبيب;تَشْبِيب;اسم;"تغزّل;وصف(المحاسن)";"تَغَزُّل;وَصْف(المَحَاسِن)"
3064;تشبيه;تَشْبِيه;مصدر;"تمثيل";"تَمْثِيل"
3065;تشتت;تَشَتُّت;اسم;"تفرّق";"تَفَرُّق"
3066;تشتت;تَشَتَّتَ;فعل;"تفرّق";"تَفَرَّقَ"
3067;تشتيت;تَشْتِيت;مصدر;"تفريق";"تَفْرِيق"
3068;تشدد;تَشَدَّدَ;فعل;"تقوّى;تصلّب";"تَقَوّى;تَصَلَّبَ"
3069;تشدد;تَشَدُّد;اسم;"تقوّي;تصلّب";"تَقَوّي;تَصَلُّب"
3070;تشرى;تَشَرَّى;فعل;"تفرّق";"تَفَرَّقَ"
3071;تشري;تَشَرِّي;اسم;"تفرّق";"تَفَرُّق"
3072;تشطير;تَشْطِير;مصدر;"تقسيم";"تَقْسِيم"
3073;تشعشع;تَشَعْشَعَ;فعل;"مضى;انتشر";"مَضَى;اِنْتَشَرَ"
3074;تشعشع;تَشَعْشُع;اسم;"مضيّ;انتشار";"مُضِيّ;اِنْتِشَار"
3075;تشعيل;تَشْعِيل;مصدر;"إشعال;إيقاد";"إِشْعَال;إِيقَاد"
3076;تشنيع;تَشْنِيع;مصدر;"تقبيح";"تَقْبِيح"
3077;تشهير;تَشْهِير;مصدر;"قدح;ذمّ";"قَدْح;ذَمّ"
3078;تشوه;تَشَوَّهَ;فعل;"قبح;تبشّع";"قَبُحَ;تَبَشَّعَ"
3079;تشويه;تَشْوِيه;مصدر;"تقبيح;تبشيع";"تَقْبِيح;تَبْشِيع"
3080;تشييد;تَشْيِيد;مصدر;"بناء;تعمير";"بِنَاء;تَعْمِير"
3081;تصاعد;تَصَاعَدَ;فعل;"صعد";"صَعَدَ"
3082;تصاعد;تَصَاعُد;اسم;"صعود";"صُعُود"
3083;تصاغر;تَصَاغَرَ;فعل;"تحاقر";"تَحَاقَرَ"
3084;تصاغر;تَصَاغُر;اسم;"تحاقر";"تَحَاقُر"
3085;تصالح;تَصَالَحَ;فعل;"تسالم";"تَسَالَمَ"
3086;تصبب;تَصَبَّبَ;فعل;"انحدر";"اِنْحَدَرَ"
3087;تصبر;تَصَبَّرَ;فعل;"صبر;تحمّل";"صَبَرَ;تَحَمَّلَ"
3088;تصبر;تَصَبُّر;اسم;"صبر;تحمل";"صَبْر;تَحَمُل"
3089;تصدع;تَصَدَّعَ;فعل;"تشقّق";"تَشَقَّقَ"
3090;تصدع;تَصَدُّع;اسم;"تشقّق";"تَشَقُّق"
3091;تصديق;تَصْدِيق;مصدر;"تأكيد;تثبيت";"تَأكِيد;تَثْبِيت"
3092;تصريح;تَصْرِيح;مصدر;"إظهار;إيضاح";"إِظْهَار;إِيضَاح"
3093;تصعيب;تَصْعِيب;مصدر;"تعسير;تشديد";"تَعْسِير;تَشْدِيد"
3094;تصعيد;تَصْعِيد;مصدر;"ارتقاء";"اِرْتِقَاء"
3095;تصغير;تَصْغِير;مصدر;"تقليل;تحقير;إهانة";"تَقْلِيل;تَحْقِير;إِهَانَة"
3096;تصلب;تَصَلَّبَ;فعل;"تشدّد;قسا";"تَشَدَّدَ;قَسَا"
3097;تصلب;تَصَلُّب;اسم;"تشدّد;قساوة";"تَشَدُّد;قَسَاوَة"
3098;تصليح;تَصْلِيح;مصدر;"إصلاح";"إِصْلاَح"
3099;تصميم;تَصْمِيم;مصدر;"عزم;تخطيط";"عَزْم;تَخْطِيط"
3100;تصنع;تَصَنُّع;اسم;"تكلّف";"تَكَلُّف"
3101;تضامن;تَضَامَنَ;فعل;"اتّحد;اتّفق";"اِتَّحَدَ;اِتَّفَقَ"
3102;تضامن;تَضَامُن;مصدر;"اتّحاد;اتّفاق";"اِتِّحَاد;اِتِّفَاق"
3103;تضجر;تَضَجَّرَ;فعل;"ضجر;ملّ";"ضَجِرَ;مَلَّ"
3104;تضجر;تَضَجُّر;اسم;"ضجر;ملل";"ضَجَر;مَلَل"
3105;تضحيك;تَضْحِيك;مصدر;"إضحاك";"إِضْحَاك"
3106;تضعيف;تَضْعِيف;مصدر;"توهين;تهزيل";"تَوْهِين;تَهْزِيل"
3107;تضميخ;تَضْمِيخ;مصدر;"دهن";"دَهْن"
3108;تضوء;تَضَوُّء;اسم;"تنوّر";"تَنَوُّر"
3109;تضوئة;تَضْوِئَة;مصدر;"إضاءة;تنوير";"إِضَاءَة;تَنْوِير"
3110;تضور;تَضَوُّر;اسم;"تلوّي;صياح";"تَلَوّي;صِيَاح"
3111;تطابق;تَطَابَقَ;فعل;"توافق;تساوى";"تَوَافَقَ;تَسَاوَى"
3112;تطابق;تَطَابُق;اسم;"توافق;تساوي";"تَوَافُق;تَسَاوِي"
3113;تطاول;تَطَاوَلَ;فعل;"طال;تكبّر;ترفّع";"طَالَ;تَكَبَّرَ;تَرَفَّعَ"
3114;تطاول;تَطَاوُل;اسم;"طول;تكبّر;ترفّع";"طُول;تَكَبُّر;تَرَفُّع"
3115;تطبع;تَطَبَّعَ;فعل;"تخلّق";"تَخَلَّقَ"
3116;تطبع;تَطَبُّع;اسم;"تخلّق";"تَخَلُّق"
3117;تطفيح;تَطْفِيح;مصدر;"ملء;إتراع";"مَلْء;إِتْرَاع"
3118;تطهر;تَطَهَّرَ;فعل;"اغتسل;تنظّف;تنقّى";"اِغْتَسَلَ;تَنَظَّفَ;تَنَقَّى"
3119;تطهر;تَطَهُّر;مصدر;"اغتسال;تنظّف;تنقي";"اِغْتِسَال;تَنَظُّف;تَنَقِي"
3120;تطويل;تَطْوِيل;مصدر;"تمديد";"تَمْدِيد"
3121;تطير;تَطَيَّرَ;مصدر;"تشاءم";"تَشَاءَمَ"
3122;تطير;تَطَيُّر;اسم;"تشاؤم";"تَشَاؤُم"
3123;تعارض;تَعَارَضَ;فعل;"تناقض";"تَنَاَقَضَ"
3124;تعارض;تَعَارُض;اسم;"تناقض";"تَنَاقُض"
3125;تعاسة;تَعَاسَة;اسم;"حزن;شقاء";"حُزْن;شَقَاء"
3126;تعاضد;تَعَاضُد;اسم;"تعاون;تناصر";"تَعَاوُن;تَنَاصُر"
3127;تعاضد;تَعَاضَدَ;فعل;"تعاون;تناصر";"تَعَاوَنَ;تَنَاصَرَ"
3128;تعاظم;تَعَاظَمَ;فعل;"تكبّر";"تَكَبَّرَ"
3129;تعاظم;تَعَاظُم;اسم;"تكبّر";"تَكَبُّر"
3130;تعافى;تَعَافَى;فعل;"برئ;شفي";"بَرِئَ;شُفِيَ"
3131;تعاقل;تَعَاقُل;فعل;"تذاكي";"تَذَاكِي"
3132;تعاقل;تَعَاقَلَ;اسم;"تذاكى";"تَذَاكَى"
3133;تعاهد;تَعَاهُد;اسم;"تعاقد;تحالف;اتفاق";"تَعَاقُد;تَحَالُف;اِتِفَاق"
3134;تعاهد;تَعَاهَدَ;فعل;"تعاقد;تحالف;اتّفق";"تَعَاقَدَ;تَحَالَفَ;اِتَّفَقَ"
3135;تعاون;تَعَاوُن;اسم;"تكالف;تناصر;تآزر";"تَكَالُف;تَنَاصُر;تَآزُر"
3136;تعب;تَعِبَ;فعل;"شقي;جهد";"شَقِيَ;جَهِدَ"
3137;تعب;تَعَب;اسم;"مشقّة;جهد";"مَشَقَّة;جَهْد"
3138;تعتيم;تَعْتِيم;مصدر;"إظلام";"إِظْلاَم"
3139;تعجل;تَعَجَّلَ;فعل;"أسرع";"أَسْرَعَ"
3140;تعجل;تَعَجُّل;مصدر;"إسراع";"إِسْرَاع"
3141;تعجيل;تَعْجِيل;مصدر;"تسريع";"تَسْرِيع"
3142;تعذيل;تَعْذِيل;مصدر;"لوم";"لَوْم"
3143;تعرى;تَعَرّى;فعل;"نزع;خلع";"نَزَعَ;خَلَعَ"
3144;تعرف;تَعَرَّفَ;فعل;"عرف";"عَرَفَ"
3145;تعرقل;تَعَرْقَلَ;فعل;"تشوّش;تعسّر";"تَشَوَّشَ;تَعَسَّرَ"
3146;تعرف;تَعَرُّف;اسم;"معرفة";"مَعْرِفَة"
3147;تعرقل;تَعَرْقُل;اسم;"تشوّش;تعسّر";"تَشَوُّش;تَعَسُّر"
3148;تعري;تَعَرِي;مصدر;"نزع;خلع";"نَزْع;خَلْع"
3149;تعريض;تَعْرِيض;مصدر;"عيب";"عَيْب"
3150;تعزى;تَعَزَّى;فعل;"تصبّر";"تَصَبَّرَ"
3151;تعزز;تَعَزَّزَ;فعل;"تكرّم;صلب;اشتدّ";"تَكَرَّمَ;صَلُبَ;اِشْتَدَّ"
3152;تعزز;تَعَزُّز;اسم;"تكرّم;صلابة;اشتداد";"تَكَرُّم;صَلاَبَة;اِشْتِدَاد"
3153;تعزل;تَعَزَّلَ;فعل;"بعد";"بَعُدَ"
3154;تعزم;تَعَزَّمَ;فعل;"صمّم;نوى";"صَمَّمَ;نَوَى"
3155;تعزم;تَعَزُّم;مصدر;"تصميم;نيّة";"تَصْمِيم;نِيَّة"
3156;تعزية;تَعْزِيَة;مصدر;"تسلية;تصبير";"تَسْلِيَة;تَصْبِير"
3157;تعزير;تَعْزِير;مصدر;"لوم;ضرب";"لَوْم;ضَرْب"
3158;تعس;تَعِسَ;فعل;"شقي;حزن;هلك";"شَقِيَ;حَزِنَ;هَلَكَ"
3159;تعس;تَعِس;فعل;"شقيّ;حزين;هالك";"شَقِيّ;حَزِين;هَالِك"
3160;تعسر;تَعَسُّر;اسم;"صعوبة;اشتداد";"صُعُوبَة;اِشْتِدَاد"
3161;تعسر;تَعَسَّرَ;فعل;"صعب;اشتدّ";"صَعُبَ;اِشْتَدَّ"
3162;تعسف;تَعَسَّفَ;فعل;"ظلم";"ظَلَمَ"
3163;تعسف;تَعَسُّف;اسم;"ظلم";"ظُلْم"
3164;تعسير;تَعْسِير;مصدر;"تصعيب;تشديد";"تَصْعِيب;تَشْدِيد"
3165;تعيس;تَعِيس;اسم;"شقيّ;هالك";"شَقِيّ;هَالِك"
3166;تعصب;تَعَصَّبَ;فعل;"قاوم";"قَاوَمَ"
3167;تعصب;تَعَصَّبَ;فعل;"نصر";"نَصَرَ"
3168;تعطل;تَعَطَّلَ;مصدر;"تبطّل";"تَبَطَّلَ"
3169;تعظيم;تَعْظِيم;اسم;"تفخيم;تكبير;تبجيل";"تَفْخِيم;تَكْبِير;تَبْجِيل"
3170;تعفف;تَعَفَّفَ;فعل;"عفّ";"عَفَّ"
3171;تعفف;تَعَفُّف;اسم;"عفّة";"عِفّة"
3172;تعقد;تَعَقَّدَ;فعل;"صعب;أشكل";"صَعُبَ;أَشْكَلَ"
3173;تعقل;تَعَقَّلَ;فعل;"عقل";"عَقِلَ"
3174;تعقل;تَعَقُّل;فعل;"عقل";"عَقَلَ"
3175;تعقيد;تَعْقِيد;مصدر;"تصعيب;تشديد;تضييق";"تَصْعِيب;تَشْدِيد;تَضْيِيق"
3176;تعكر;تَعَكَّرَ;فعل;"تكدّر";"تَكَدَّرَ"
3177;تعكير;تَعْكِير;مصدر;"تكدير";"تَكْدِير"
3178;تعلل;تَعَلَّلَ;فعل;"تحجّج";"تَحَجَّجَ"
3179;تعلل;تَعَلُّل;اسم;"تحجّج";"تَحَجُّج"
3180;تعمير;تَعْمِير;مصدر;"بناء;تشييد;طول -العمر-";"بِنَاء;تَشْييد;طُول -العُمر-"
3181;تعميم;تَعْمِيم;مصدر;"شمل";"شَمْل"
3182;تعند;تَعَنَّدَ;فعل;"عاند;تصلّب برأيه";"عَانَدَ;تَصَلَّبَ بِرَأيِه"
3183;تعهد;تَعَهَّدَ;فعل;"عني;تفقّد";"عُنِيَ;تَفَقَّدَ"
3184;تعود;تَعَوَّدَ;فعل;"اعتاد";"اِعْتَادَ"
3185;تعيا;تَعَيَّا;فعل;"أعجز";"أَعْجَزَ"
3186;تعبير;تَعْبِير;مصدر;"تعييب";"تَعْيِيب"
3187;تغافل;تَغَافَلَ;فعل;"سها;تغابى;";"سَهَا;تَغَابَى;"
3188;تغافل;تَغَافُل;فعل;"سهو;تغابي;";"سَهْو;تَغَابِي;"
3189;تغريث;تَغْرِيث;مصدر;"تجويع";"تَجْوِيع"
3190;تفريق;تَفْرِيق;مصدر;"توزيع";"تَوْزِيع"
3191;تغطرس;تَغَطْرَسَ;فعل;"تكبّر";"تَكَبَّرَ"
3192;تغطية;تَغْطِيَة;مصدر;"ستر;إخفاء;";"سَتْر;إِخْفَاء;"
3193;تغفير;تَغْفِير;مصدر;"تغطية;ستر;إخفاء";"تَغْطِيَة;سَتر;إِخْفَاء"
3194;تغفيل;تَغْفِيل;مصدر;"تسهية";"تَسْهِيَة"
3195;تغلب;تَغَلَّبَ;فعل;"قهر";"قَهَرَ"
3196;تغلب;تَغَلُّب;فعل;"قهر";"قَهر"
3197;تغنى;تَغَنَّى;فعل;"اغتنى;غنّى;";"اِغْتَنى;غَنّى;"
3198;تغني;تَغَنّي;مصدر;"اغتناء;غناء;";"اِغْتِنَاء;غِنَاء;"
3199;تغوية;تَغْوِيَة;مصدر;"إضلال";"إِضْلاَل"
3200;تغير;تَغَيَّرَ;فعل;"تبدّل;تحوّل";"تَبَدَّلَ;تَحَوَّلَ"
3201;تغيير;تَغْيِير;مصدر;"تبديل;تحويل";"تَبْدِيل;تَحْوِيل"
3202;تغير;تَغَيُّر;فعل;"تبدّل;تحوّل";"تَبَدُّل;تَحَوُّل"
3203;تفائل;تَفَائَلَ;فعل;"استبشر";"اِسْتَبْشَرَ"
3204;تفائل;تَفَائُل;مصدر;"استبشار";"اِسْتِبْشَار"
3205;تفخيم;تَفْخِيم;مَصدر;"تعظيم;إجلال";"تَعْظِيم;إِجْلاَل"
3206;تفرع;تَفَرَّعَ;فعل;"تشعّب";"تَشَعَّبَ"
3207;تفرعن;تَفَرْعَنَ;فعل;"تجبّر;تظلّم";"تَجَبَّرَ;تَظَلَّمَ"
3208;تفرق;تَفَرَّقَ;فعل;"تبدّد;انفصل";"تَبَدَّدَ;اِنْفَصَلَ"
3209;تفرق;تَفَرُّق;مصدر;"تبدّد;انفصال";"تَبَدُّد;اِنْفِصَال"
3210;تفرقة;تَفْرِقَة;مصدر;"توزيع";"تَوْزِيع"
3211;تفريط;تَفْرِيط;مصدر;"تضييع;تقصير";"تَضْيِيع;تَقْصِير"
3212;تفريع;تَفْرِيع;مصدر;"تفريق;فصل";"تَفْرِيق;فَصْل"
3213;تفريغ;تَفْرِيغ;مصدر;"إخلاء;إفراغ";"إِخْلاَء;إِفْرَاغ"
