ID;WORD;VOCALIZED;WORD_TYPE;PLURAL;PLURAL_VOCALIZED
4501;عقاب ;عقاب ;اسم; أعقب; أعقب
4502;عقب ;عقب ;اسم; أعقاب; أعقاب
4503;عقب ;عقب ;اسم; أعقاب; أعقاب
4504;عقب ;عقب ;اسم; أعقاب; أعقاب
4505;عقبة ;عقبة ;اسم; عقب; عقب
4506;عقبة ;عقبة ;اسم; عقاب; عقاب
4507;عقبول ;عقبول ;اسم; عقابيل; عقابيل
4508;عقد ;عقد ;اسم; عقود; عقود
4509;عقد ;عقد ;اسم; عقود; عقود
4510;عقدة ;عقدة ;اسم; عقد; عقد
4511;عقيدة ;عقيدة ;اسم; عقائد; عقائد
4512;معقد ;معقد ;اسم; معاقد; معاقد
4513;عقار ;عقار ;اسم; عقارات; عقارات
4514;عقر ;عقر ;اسم; أعقار; أعقار
4515;عقر ;عقر ;اسم; أعقار; أعقار
4516;عقار ;عقار ;اسم; عقاقير; عقاقير
4517;عقور ;عقور ;اسم; عقر; عقر
4518;عقير ;عقير ;اسم; عقرى; عقرى
4519;عقيرة ;عقيرة ;اسم; عقائر; عقائر
4520;عقرب ;عقرب ;اسم; عقارب; عقارب
4521;عقاص ;عقاص ;اسم; عقص; عقص
4522;عقصة ;عقصة ;اسم; عقص; عقص
4523;عقصة ;عقصة ;اسم; عقص; عقص
4524;عقيصة ;عقيصة ;اسم; عقائص; عقائص
4525;معقص ;معقص ;اسم; معاقص; معاقص
4526;أعقف ;أعقف ;اسم; عقف; عقف
4527;عقيق ;عقيق ;اسم; أعقة; أعقة
4528;عقيقة ;عقيقة ;اسم; عقائق; عقائق
4529;عاقل ;عاقل ;اسم; عقال; عقال
4530;عاقل ;عاقل ;اسم; عاقلة; عاقلة
4531;عاقول ;عاقول ;اسم; عواقيل; عواقيل
4532;عقال ;عقال ;اسم; عقل; عقل
4533;عقل ;عقل ;اسم; عقول; عقول
4534;عقيلة ;عقيلة ;اسم; عقائل; عقائل
4535;معقل ;معقل ;اسم; معاقل; معاقل
4536;عقاة ;عقاة ;اسم; عقا; عقا
4537;عقوة ;عقوة ;اسم; عقاء; عقاء
4538;عقي ;عقي ;اسم; أعقاء; أعقاء
4539;عكدة ;عكدة ;اسم; عكد; عكد
4540;عكدة ;عكدة ;اسم; عكد; عكد
4541;عكرة ;عكرة ;اسم; عكر; عكر
4542;عكاز ;عكاز ;اسم; عكاكيز; عكاكيز
4543;عكة ;عكة ;اسم; عكك; عكك
4544;عكل ;عكل ;اسم; أعكال; أعكال
4545;عكام ;عكام ;اسم; عكم; عكم
4546;عكم ;عكم ;اسم; أعكام; أعكام
4547;عكوة ;عكوة ;اسم; عكا; عكا
4548;عكوة ;عكوة ;اسم; عكا; عكا
4549;علب ;علب ;اسم; علوب; علوب
4550;علب ;علب ;اسم; علوب; علوب
4551;علباء ;علباء ;اسم; العلابي; العلابي
4552;علبة ;علبة ;اسم; علب; علب
4553;عالج ;عالج ;اسم; عوالج; عوالج
4554;علج ;علج ;اسم; علوج; علوج
4555;كثير ;كثير ;اسم; علاجم; علاجم
4556;علجوم ;علجوم ;اسم; علاجيم; علاجيم
4557;علد ;علد ;اسم; أعلاد; أعلاد
4558;علط ;علط ;اسم; أعلاط; أعلاط
4559;علطة ;علطة ;اسم; علط; علط
4560;علف ;علف ;اسم; علوفة; علوفة
4561;علوفة ;علوفة ;اسم; علف; علف
4562;عليف ;عليف ;اسم; علائف; علائف
4563;عليف ;عليف ;اسم; علائف; علائف
4564;تعليقة ;تعليقة ;اسم; تعاليق; تعاليق
4565;علاقة ;علاقة ;اسم; علائق; علائق
4566;علق ;علق ;اسم; أعلاق; أعلاق
4567;علقة ;علقة ;اسم; علق; علق
4568;علك ;علك ;اسم; علوك; علوك
4569;عل ;عل ;اسم; علال; علال
4570;علة ;علة ;اسم; علات; علات
4571;علول ;علول ;اسم; علل; علل
4572;أعلومة ;أعلومة ;اسم; أعاليم; أعاليم
4573;عالم ;عالم ;اسم; عوالم; عوالم
4574;علامة ;علامة ;اسم; علام; علام
4575;علم ;علم ;اسم; علوم; علوم
4576;علم ;علم ;اسم; أعلام; أعلام
4577;عليم ;عليم ;اسم; علماء; علماء
4578;عيلام ;عيلام ;اسم; عياليم; عياليم
4579;عيلم ;عيلم ;اسم; عيالم; عيالم
4580;معلم ;معلم ;اسم; معالم; معالم
4581;علانية ;علانية ;اسم; علانون; علانون
4582;عالية ;عالية ;اسم; عوال; عوال
4583;علاوة ;علاوة ;اسم; علاوى; علاوى
4584;علية ;علية ;اسم; علالي; علالي
4585;علي ;علي ;اسم; عليون; عليون
4586;عليا ;عليا ;اسم; علي; علي
4587;علي ;علي ;اسم; علية; علية
4588;معلاة ;معلاة ;اسم; المعالي; المعالي
4589;عميت ;عميت ;اسم; أعمتة; أعمتة
4590;عميتة ;عميتة ;اسم; عمت; عمت
4591;عماد ;عماد ;اسم; عمد; عمد
4592;عمادة ;عمادة ;اسم; عماد; عماد
4593;عمدة ;عمدة ;اسم; عمد; عمد
4594;عمود ;عمود ;اسم; أعمدة; أعمدة
4595;عميد ;عميد ;اسم; عمداء; عمداء
4596;عمارة ;عمارة ;اسم; عمائر; عمائر
4597;عمارة ;عمارة ;اسم; عمائر; عمائر
4598;عمر ;عمر ;اسم; أعمار; أعمار
4599;عمر ;عمر ;اسم; عمور; عمور
4600;عمر ;عمر ;اسم; أعمار; أعمار
4601;عمر ;عمر ;اسم; عمور; عمور
4602;عمر ;عمر ;اسم; أعمار; أعمار
4603;عمرة ;عمرة ;اسم; عمر; عمر
4604;عمروس ;عمروس ;اسم; عماريس; عماريس
4605;عماس ;عماس ;اسم; عمس; عمس
4606;عموس ;عموس ;اسم; عمس; عمس
4607;عميس ;عميس ;اسم; عمس; عمس
4608;عمق ;عمق ;اسم; أعماق; أعماق
4609;عامل ;عامل ;اسم; عمال; عمال
4610;عامل ;عامل ;اسم; عوامل; عوامل
4611;عاملة ;عاملة ;اسم; عوامل; عوامل
4612;عمل ;عمل ;اسم; أعمال; أعمال
4613;عميل ;عميل ;اسم; عملاء; عملاء
4614;معمل ;معمل ;اسم; معامل; معامل
4615;عملاق ;عملاق ;اسم; عماليق; عماليق
4616;عامة ;عامة ;اسم; عوام; عوام
4617;عمامة ;عمامة ;اسم; عمائم; عمائم
4618;عم ;عم ;اسم; أعمام; أعمام
4619;عمة ;عمة ;اسم; عمات; عمات
4620;عميم ;عميم ;اسم; عم; عم
4621;عميم ;عميم ;اسم; عمائم; عمائم
4622;عامي ;عامي ;اسم; أعماء; أعماء
4623;معمى ;معمى ;اسم; معميات; معميات
4624;عنب ;عنب ;اسم; أعناب; أعناب
4625;عناج ;عناج ;اسم; أعنجه; أعنجه
4626;عنود ;عنود ;اسم; عند; عند
4627;عنز ;عنز ;اسم; أعنز; أعنز
4628;عنز ;عنز ;اسم; عنوز; عنوز
4629;عنزة ;عنزة ;اسم; عنز; عنز
4630;بكر ;بكر ;اسم; عنس; عنس
4631;عناس ;عناس ;اسم; عنس; عنس
4632;عنس ;عنس ;اسم; عناس; عناس
4633;عنصوة ;عنصوة ;اسم; عناص; عناص
4634;ضخم ;ضخم ;اسم; عناظب; عناظب
4635;عنفقة ;عنفقة ;اسم; عنافق; عنافق
4636;عناق ;عناق ;اسم; أعنق; أعنق
4637;عنق ;عنق ;اسم; أعناق; أعناق
4638;معناق ;معناق ;اسم; معانيق; معانيق
4639;معنق ;معنق ;اسم; معانيق; معانيق
4640;معنقة ;معنقة ;اسم; معانق; معانق
4641;معنقة ;معنقة ;اسم; معانيق; معانيق
4642;عنك ;عنك ;اسم; أعناك; أعناك
4643;عنيك ;عنيك ;اسم; عنك; عنك
4644;عنكبوت ;عنكبوت ;اسم; عناكب; عناكب
4645;عنكبوت ;عنكبوت ;اسم; عنكبوتات; عنكبوتات
4646;عنان ;عنان ;اسم; أعنة; أعنة
4647;عن ;عن ;اسم; أعنان; أعنان
4648;عنن ;عنن ;اسم; أعنان; أعنان
4649;عنة ;عنة ;اسم; عنن; عنن
4650;عانية ;عانية ;اسم; عوان; عوان
4651;عنا ;عنا ;اسم; أعناء; أعناء
4652;معنى ;معنى ;اسم; معان; معان
4653;عهد ;عهد ;اسم; عهود; عهود
4654;عهدة ;عهدة ;اسم; عهاد; عهاد
4655;معهد ;معهد ;اسم; معاهد; معاهد
4656;أعظم ;أعظم ;اسم; عواهل; عواهل
4657;عاهن ;عاهن ;اسم; عواهن; عواهن
4658;عهن ;عهن ;اسم; عهون; عهون
4659;عائد ;عائد ;اسم; عوائد; عوائد
4660;عائدة ;عائدة ;اسم; عوائد; عوائد
4661;عادة ;عادة ;اسم; عاد; عاد
4662;عادي ;عادي ;اسم; عاديات; عاديات
4663;عود ;عود ;اسم; أعواد; أعواد
4664;عيد ;عيد ;اسم; أعياد; أعياد
4665;معادة ;معادة ;اسم; معاود; معاود
4666;عوذة ;عوذة ;اسم; عوذ; عوذ
4667;معاذ ;معاذ ;اسم; معاوذ; معاوذ
4668;أعور ;أعور ;اسم; عور; عور
4669;أعور ;أعور ;اسم; أعاور; أعاور
4670;عائرة ;عائرة ;اسم; عوائر; عوائر
4671;عارية ;عارية ;اسم; عوار; عوار
4672;عارية ;عارية ;اسم; عواري; عواري
4673;عوار ;عوار ;اسم; عواوير; عواوير
4674;معوز ;معوز ;اسم; معاوز; معاوز
4675;معوزة ;معوزة ;اسم; معاوز; معاوز
4676;عوض ;عوض ;اسم; أعواض; أعواض
4677;شيء ;شيء ;اسم; عوق; عوق
4678;شيء ;شيء ;اسم; عوائق; عوائق
4679;عوق ;عوق ;اسم; أعواق; أعواق
4680;عوق ;عوق ;اسم; أعواق; أعواق
4681;عولة ;عولة ;اسم; عول; عول
4682;عيل ;عيل ;اسم; عيال; عيال
4683;معول ;معول ;اسم; معاول; معاول
4684;عام ;عام ;اسم; أعوام; أعوام
4685;عامة ;عامة ;اسم; عام; عام
4686;عانة ;عانة ;اسم; عون; عون
4687;عوان ;عوان ;اسم; عون; عون
4688;عون ;عون ;اسم; أعوان; أعوان
4689;معوان ;معوان ;اسم; معاوين; معاوين
4690;معونة ;معونة ;اسم; معاون; معاون
4691;عاب ;عاب ;اسم; أعياب; أعياب
4692;عيب ;عيب ;اسم; عيوب; عيوب
4693;عيبة ;عيبة ;اسم; عيب; عيب
4694;معاب ;معاب ;اسم; معايب; معايب
4695;معابة ;معابة ;اسم; معايب; معايب
4696;عيدانة ;عيدانة ;اسم; عيدان; عيدان
4697;عار ;عار ;اسم; أعيار; أعيار
4698;عيار ;عيار ;اسم; عيارات; عيارات
4699;عير ;عير ;اسم; أعيار; أعيار
4700;معيار ;معيار ;اسم; معايير; معايير
4701;أعيس ;أعيس ;اسم; عيس; عيس
4702;عيساء ;عيساء ;اسم; عيس; عيس
4703;معيشة ;معيشة ;اسم; معايش; معايش
4704;عائط ;عائط ;اسم; عيط; عيط
4705;عيقة ;عيقة ;اسم; عيقات; عيقات
4706;عيل ;عيل ;اسم; عيال; عيال
4707;عيمة ;عيمة ;اسم; عيم; عيم
4708;عين ;عين ;اسم; أعين; أعين
4709;عين ;عين ;اسم; أعيان; أعيان
4710;عيون ;عيون ;اسم; عين; عين
4711;معيان ;معيان ;اسم; معايين; معايين
4712;غب ;غب ;اسم; أغباب; أغباب
4713;غب ;غب ;اسم; أغباب; أغباب
4714;غبب ;غبب ;اسم; أغباب; أغباب
4715;غبيثة ;غبيثة ;اسم; غبائث; غبائث
4716;أغبر ;أغبر ;اسم; غبر; غبر
4717;غبر ;غبر ;اسم; غبرات; غبرات
4718;غبر ;غبر ;اسم; أغبار; أغبار
4719;غبران ;غبران ;اسم; غبارين; غبارين
4720;غبط ;غبط ;اسم; غبوط; غبوط
4721;غبيط ;غبيط ;اسم; غبط; غبط
4722;غبغب ;غبغب ;اسم; غباغب; غباغب
4723;غبقان ;غبقان ;اسم; غباقى; غباقى
4724;غبوق ;غبوق ;اسم; غبائق; غبائق
4725;مغبن ;مغبن ;اسم; مغابن; مغابن
4726;أغبى ;أغبى ;اسم; غبي; غبي
4727;غبياء ;غبياء ;اسم; غبي; غبي
4728;أغثر ;أغثر ;اسم; غثر; غثر
4729;مغثار ;مغثار ;اسم; مغاثير; مغاثير
4730;مغثر ;مغثر ;اسم; مغاثر; مغاثر
4731;مغثور ;مغثور ;اسم; مغاثير; مغاثير
4732;غثاء ;غثاء ;اسم; أغثاء; أغثاء
4733;غدد ;غدد ;اسم; غداد; غداد
4734;غدة ;غدة ;اسم; غدد; غدد
4735;غدر ;غدر ;اسم; أغدار; أغدار
4736;غدرة ;غدرة ;اسم; غدر; غدر
4737;غدير ;غدير ;اسم; غدر; غدر
4738;غديرة ;غديرة ;اسم; غدران; غدران
4739;غديرة ;غديرة ;اسم; غدائر; غدائر
4740;غداف ;غداف ;اسم; غدفان; غدفان
4741;غادية ;غادية ;اسم; غواد; غواد
4742;غداء ;غداء ;اسم; أغدية; أغدية
4743;غداة ;غداة ;اسم; غدوات; غدوات
4744;غدوة ;غدوة ;اسم; غدا; غدا
4745;غذمة ;غذمة ;اسم; غذم; غذم
4746;غذمة ;غذمة ;اسم; غذم; غذم
4747;غذاء ;غذاء ;اسم; أغذية; أغذية
4748;غارب ;غارب ;اسم; غوارب; غوارب
4749;غراب ;غراب ;اسم; غربان; غربان
4750;غرب ;غرب ;اسم; غروب; غروب
4751;غريب ;غريب ;اسم; غرباء; غرباء
4752;غربيب ;غربيب ;اسم; غرابيب; غرابيب
4753;غربال ;غربال ;اسم; غرابيل; غرابيل
4754;أغرودة ;أغرودة ;اسم; أغاريد; أغاريد
4755;غراد ;غراد ;اسم; غراد; غراد
4756;غرد ;غرد ;اسم; غراد; غراد
4757;أغر ;أغر ;اسم; غر; غر
4758;غرار ;غرار ;اسم; أغرة; أغرة
4759;غرارة ;غرارة ;اسم; غرائر; غرائر
4760;غر ;غر ;اسم; غرور; غرور
4761;غر ;غر ;اسم; أغرار; أغرار
4762;غرة ;غرة ;اسم; غرر; غرر
4763;غرير ;غرير ;اسم; أغرة; أغرة
4764;غرير ;غرير ;اسم; غران; غران
4765;تغريز ;تغريز ;اسم; تغاريز; تغاريز
4766;غرز ;غرز ;اسم; غروز; غروز
4767;غريزة ;غريزة ;اسم; غرائز; غرائز
4768;مغرز ;مغرز ;اسم; مغارز; مغارز
4769;مغرز ;مغرز ;اسم; مغارز; مغارز
4770;غرس ;غرس ;اسم; غراس; غراس
4771;غرس ;غرس ;اسم; أغراس; أغراس
4772;غريسة ;غريسة ;اسم; غرائس; غرائس
4773;مغرس ;مغرس ;اسم; مغارس; مغارس
4774;إغريض ;إغريض ;اسم; أغاريض; أغاريض
4775;غارض ;غارض ;اسم; غرضان; غرضان
4776;غرض ;غرض ;اسم; غرضان; غرضان
4777;غرض ;غرض ;اسم; أغراض; أغراض
4778;غرفة ;غرفة ;اسم; غراف; غراف
4779;غرفة ;غرفة ;اسم; غرف; غرف
4780;مغرفة ;مغرفة ;اسم; مغارف; مغارف
4781;ماء ;ماء ;اسم; الأخير; الأخير
4782;غرلة ;غرلة ;اسم; غرل; غرل
4783;غارم ;غارم ;اسم; غرام; غرام
4784;غريم ;غريم ;اسم; غرماء; غرماء
4785;مغرم ;مغرم ;اسم; مغارم; مغارم
4786;غرانق ;غرانق ;اسم; غرانق; غرانق
4787;غرنوق ;غرنوق ;اسم; غرانيق; غرانيق
4788;غرا ;غرا ;اسم; أغراء; أغراء
4789;غزال ;غزال ;اسم; غزلة; غزلة
4790;غزالة ;غزالة ;اسم; غزالات; غزالات
4791;غزل ;غزل ;اسم; غزول; غزول
4792;مغزل ;مغزل ;اسم; مغازل; مغازل
4793;مغزل ;مغزل ;اسم; مغازل; مغازل
4794;مغزى ;مغزى ;اسم; مغاز; مغاز
4795;مغزاة ;مغزاة ;اسم; مغاز; مغاز
4796;غس ;غس ;اسم; أغساس; أغساس
4797;غسل ;غسل ;اسم; أغسال; أغسال
4798;مغسل ;مغسل ;اسم; مغاسل; مغاسل
4799;غسم ;غسم ;اسم; أغسام; أغسام
4800;غسمة ;غسمة ;اسم; غسم; غسم
4801;غسنة ;غسنة ;اسم; غسن; غسن
4802;غشاء ;غشاء ;اسم; أغشية; أغشية
4803;غصة ;غصة ;اسم; غصص; غصص
4804;غصن ;غصن ;اسم; غصون; غصون
4805;غضيض ;غضيض ;اسم; أغضاء; أغضاء
4806;غضن ;غضن ;اسم; غضون; غضون
4807;غطرس ;غطرس ;اسم; غطارس; غطارس
4808;غطريس ;غطريس ;اسم; غطاريس; غطاريس
4809;غطريف ;غطريف ;اسم; غطاريف; غطاريف
4810;مغطس ;مغطس ;اسم; مغاطس; مغاطس
4811;غفارة ;غفارة ;اسم; غفائر; غفائر
4812;غفر ;غفر ;اسم; أغفار; أغفار
4813;غفر ;غفر ;اسم; أغفار; أغفار
4814;غفر ;غفر ;اسم; أغفار; أغفار
4815;مغفار ;مغفار ;اسم; مغافير; مغافير
4816;مغفر ;مغفر ;اسم; مغافر; مغافر
4817;مغفرة ;مغفرة ;اسم; مغافر; مغافر
4818;غافصة ;غافصة ;اسم; غوافص; غوافص
4819;شيء ;شيء ;اسم; غفول; غفول
4820;غفل ;غفل ;اسم; أغفال; أغفال
4821;غفى ;غفى ;اسم; أغفاء; أغفاء
4822;أغلوج ;أغلوج ;اسم; أغاليج; أغاليج
4823;غلصمة ;غلصمة ;اسم; غلاصم; غلاصم
4824;أغلوطة ;أغلوطة ;اسم; أغاليط; أغاليط
4825;غلطة ;غلطة ;اسم; غلطات; غلطات
4826;غلغل ;غلغل ;اسم; غلاغل; غلاغل
4827;غلاف ;غلاف ;اسم; غلف; غلف
4828;غلفة ;غلفة ;اسم; غلف; غلف
4829;إغليق ;إغليق ;اسم; أغاليق; أغاليق
4830;مغلاق ;مغلاق ;اسم; مغاليق; مغاليق
4831;مغلق ;مغلق ;اسم; مغالق; مغالق
4832;غال ;غال ;اسم; غلان; غلان
4833;غلالة ;غلالة ;اسم; غلائل; غلائل
4834;غل ;غل ;اسم; أغلال; أغلال
4835;غلة ;غلة ;اسم; غلات; غلات
4836;غلة ;غلة ;اسم; غلل; غلل
4837;غليل ;غليل ;اسم; غلائل; غلائل
4838;غلام ;غلام ;اسم; غلمان; غلمان
4839;غلوة ;غلوة ;اسم; غلاء; غلاء
4840;غمد ;غمد ;اسم; غمود; غمود
