ID;INVERSED;VOCALIZED;WORD_TYPE
21298;ءاحضإ;إِضْحاءٌ;اسم
21299;كاحضإ;إضْحاكٌ;اسم
21300;بارضإ;إِضْرابٌ;اسم
21301;مارضإ;إِضْرامٌ;اسم
21302;ءافقإ;إِقْفَاءٌ;اسم
21303;رافقإ;إِقْفَارٌ;اسم
21304;لافقإ;إِقْفَالٌ;اسم
21305;بالقإ;إِقْلاَبٌ;اسم
21306;عالقإ;إِقْلاَعٌ;اسم
21307;قالقإ;إقْلاَقٌ;اسم
21308;حامقإ;إِقْمَاحٌ;اسم
21309;رامقإ:;:إِقْمَارٌ;اسم
21310;عامقإ;إِقْمَاعٌ;اسم
21311;طانقإ;إقْنَاطٌ;اسم
21312;عانقإ;إقْنَاعٌ;اسم
21313;ءاوقإ;إقْوَاءٌ;اسم
21314;لاوقإ;إِقْوَالٌ;اسم
21315;بابكإ;إِكْبَابٌ;اسم
21316;حابكإ;إِكْبَاحٌ;اسم
21317;رابكإ;إِكْبَارٌ;اسم
21318;بائتكا;اِكْتِئَابٌ;اسم
21319;باتكإ;إكْتَابٌ;اسم
21320;باتتكا;اِكْتِتَابٌ;اسم
21321;فاتتكا;اِكْتِتَافٌ;اسم
21322;ماتتكا;اِكْتِتَامٌ;اسم
21323;لاحتكا;اِكْتِحَالٌ;اسم
21324;ءارتكا;اِكْتِرَاءٌ;اسم
21325;ثارتكا;اِكْتِرَاثٌ;اسم
21326;ءاستكا;اِكْتِسَاءٌ;اسم
21327;باستكا;اِكْتِسَابٌ;اسم
21328;حاستكا;اِكْتِسَاحٌ;اسم
21329;فاشتكا;اِكْتِشَافٌ;اسم
21330;ظاظتكا;اِكْتِظَاظٌ;اسم
21331;ءافتكا;اِكْتِفَاءٌ;اسم
21332;ءالتكا;اِكْتِلاَءٌ;اسم
21333;لامتكا;اِكْتِمَالٌ;اسم
21334;زانتكا;اِكْتِنَازٌ;اسم
21335;سانتكا;اِكْتِنَاسٌ;اسم
21336;فانتكا;اِكْتِنَافٌ;اسم
21337;هانتكا;اِكْتِنَاهٌ;اسم
21338;لاهتكا;اِكْتِهَالٌ;اسم
21339;ءاوتكا;اِكْتِوَاءٌ;اسم
21340;لاحكإ;إِكْحَالٌ;اسم
21341;ديكأت;تَأْكِيدٌ;اسم
21342;ءادكإ;إِكْدَاءٌ;اسم
21343;باذكإ;إِكْذَابٌ;اسم
21344;ركأ;أَكْرٌ;اسم
21345;ءاركإ;إِكْرَاءٌ;اسم
21346;ماركإ;إِكْرَامٌ;اسم
21347;هاركإ;إِكْرَاهٌ;اسم
21348;ءاسكإ;إكْسَاءٌ;اسم
21349;باسكإ;إكْسَابٌ;اسم
21350;داسكإ;إِكْسَادٌ;اسم
21351;ةدسكأ;أكْسَدَةٌ;اسم
21352;لاسكإ;إِكْسَالٌ;اسم
21353;راشكإ;إِكْشَارٌ;اسم
21354;باعكإ;إِكْعَابٌ;اسم
21355;ءافكإ;إكْفَاءٌ;اسم
21356;رافكإ;إكْفَارٌ;اسم
21357;لافكإ;إِكْفَالٌ;اسم
21358;رارهفكا;اِكْفِهْرَارٌ;اسم
21359;لكأ;أَكْلٌ;اسم
21360;ةلكإ;إِكْلَةٌ;اسم
21361;لاكأ;أُكَالٌ;اسم
21362;لكأ;أكَلٌ;اسم
21363;لالكإ;إكْلاَلٌ;اسم
21364;ليكأت:;:تَأْكِيلٌ;اسم
21365;ءالكإ;إِكْلاَءٌ;اسم
21366;حالكإ;إكْلاَحٌ;اسم
21367;فالكإ;إِكْلاَفٌ;اسم
21368;مامكإ;إِكْمَامٌ;اسم
21369;ءامكإ;إكْمَاءٌ;اسم
21370;دامكإ;إكْمَادٌ;اسم
21371;شامكإ;إِكْمَاشٌ;اسم
21372;لامكإ;إكْمَالٌ;اسم
21373;نانكإ;إِكْنَانٌ;اسم
21374;فانكإ;إِكْنَافٌ;اسم
21375;ولأ;ألْوٌ;اسم
21376;ولأ;أُلُوٌ;اسم
21377;ةحالإ;إِلاَحَةٌ;اسم
21378;ةذالإ;إِلاَذَةٌ;اسم
21379;ةعالإ;إِلاَعَةٌ;اسم
21380;ةمالإ;إلاَمَةٌ;اسم
21381;مآلإ;إلآمٌ;اسم
21382;ةنالإ;إِلاَنَةٌ;اسم
21383;بلأ;أَلْبٌ;اسم
21384;بابلإ;إِلْبَابٌ;اسم
21385;بيلأت;تأْلِيبٌ;اسم
21386;سابلإ;إلْبَاسٌ;اسم
21387;ءائتلا;اِلْتِئَاءٌ;اسم
21388;مائتلا;اِلتِئَامٌ;اسم
21389;عايتلا;اِلْتياعٌ;اسم
21390;سابتلا;اِلْتِبَاسٌ;اسم
21391;كابتلا;اِلْتِبَاكٌ;اسم
21392;ءاجتلا;اِلْتِجَاءٌ;اسم
21393;ءاحتلا;اِلْتِحَاءٌ;اسم
21394;فاحتلا;اِلْتِحَافٌ;اسم
21395;قاحتلا;اِلْتِحَاقٌ;اسم
21396;ماحتلا;اِلْتِحَامٌ;اسم
21397;ذاذتلا;اِلْتِذَاذٌ;اسم
21398;قازتلا;اِلْتِزاقٌ;اسم
21399;مازتلا;اِلْتِزَامٌ;اسم
21400;قاصتلا;اِلْتِصَاقٌ;اسم
21401;ماطتلا;اِلْتِطامٌ;اسم
21402;ءاظتلا;اِلْتِظَاءٌ;اسم
21403;فافتلا;اِلْتِفافٌ;اسم
21404;تافتلا;اِلْتِفَاتٌ;اسم
21405;ءاقتلا;اِلْتِقَاءٌ;اسم
21406;طاقتلا;اِلْتِقَاطٌ;اسم
21407;فاقتلا;اِلْتِقَافٌ;اسم
21408;ماقتلا;اِلْتِقَامٌ;اسم
21409;ماكتلا;اِلْتِكَامٌ;اسم
21410;سامتلا;اِلْتِمَاسٌ;اسم
21411;ءاهتلا;اِلْتِهَاءٌ;اسم
21412;باهتلا;اِلْتِهَابٌ;اسم
21413;فاهتلا;اِلْتِهَافٌ;اسم
21414;ماهتلا;اِلْتِهَامٌ;اسم
21415;ءاوتلا;اِلْتِواءٌ;اسم
21416;ثاثلإ;إِلْثَاثٌ;اسم
21417;جاجلإ;إلْجَاجٌ;اسم
21418;ءاجلإ;إلْجَاءٌ;اسم
21419;ماجلإ;إلْجَامٌ;اسم
21420;حاحلإ;إِلْحَاحٌ;اسم
21421;ءاحلإ;إِلْحَاءٌ;اسم
21422;داحلإ;إلْحَادٌ;اسم
21423;فاحلإ;إلْحَافٌ;اسم
21424;قاحلإ;إِلْحَاقٌ;اسم
21425;ماحلإ;إِلْحَامٌ;اسم
21426;ناحلإ:;:إلْحَانٌ;اسم
21427;دادلإ;إلْدَادٌ;اسم
21428;زازلإ;إلْزَازٌ;اسم
21429;قازلإ;إِلْزَاقٌ;اسم
21430;مازلإ;إلْزَامٌ;اسم
21431;ناسلإ;إِلْسانٌ;اسم
21432;قاصلإ;إلْصَاقٌ;اسم
21433;فاطلإ;إِلْطَافٌ;اسم
21434;باعلإ;إلْعَابٌ;اسم
21435;قاعلإ;إِلْعَاقٌ;اسم
21436;ءاغلإ;إِلْغَاءٌ;اسم
21437;زاغلإ;إِلْغَازٌ;اسم
21438;فلأ;أَلْفٌ;اسم
21439;فلأ;أَلْفٌ;اسم
21440;فلإ;إِلْفٌ;اسم
21441;فالإ;إِلاَفٌ;اسم
21442;فافلإ;إلْفَافٌ;اسم
21443;فيلأت;تَأْلِيفٌ;اسم
21444;ءافلإ;إِلْفَاءٌ;اسم
21445;قيلأ;ألِيقٌ;اسم
21446;قلأ;أَلْقٌ;اسم
21447;قالإ;إِلاَقٌ;اسم
21448;ءاقلإ;إِلْقَاءٌ;اسم
21449;حاقلإ;إِلْقَاحٌ;اسم
21450;ماقلإ;إلْقَامٌ;اسم
21451;ملأ;ألَمٌ;اسم
21452;ماملإ;إِلْمَامٌ;اسم
21453;ميلأت;تَأْلِيمٌ;اسم
21454;حاملإ;إلْمَاحٌ;اسم
21455;عاملإ;إلْمَاعٌ;اسم
21456;ةهالإ:;:إلاَهَةٌ;اسم
21457;ةهولأ;ألُوهَةٌ;اسم
21458;ةيهولأ;ألُوهيَّةٌ;اسم
21459;هلأ;ألْهٌ;اسم
21460;هلأ;ألَهٌ;اسم
21461;هيلأت;تَأْلِيهٌ;اسم
21462;ءاهلإ;إلْهَاءٌ;اسم
21463;باهلإ;إلْهَابٌ;اسم
21464;جاهلإ;إلْهَاجٌ;اسم
21465;فاهلإ;إلْهَافٌ;اسم
21466;ماهلإ;إلْهَامٌ;اسم
21467;ءاولإ;إلْوَاءٌ;اسم
21468;يلأ;أَلْيٌ;اسم
21469;ىلأ;أَلىً;اسم
21470;لايلإ;إلْيَالٌ;اسم
21471;نايلإ;إِلْيَانٌ;اسم
21472;ةمومأ;أُمومَةٌ;اسم
21473;ةمامإ;إمَامَةٌ;اسم
21474;مأ;أمٌّ;اسم
21475;مامإ;إمَامٌ;اسم
21476;مأ;أَمٌّ;اسم
21477;ةتامإ;إمَاتَةٌ;اسم
21478;ةطامإ;إِمَاطَةٌ;اسم
21479;ةلامإ;إمَالةٌ;اسم
21480;حايتما;اِمْتِياحٌ;اسم
21481;زايتما;اِمْتِيَازٌ;اسم
21482;لاثتما;اِمْتِثَالٌ;اسم
21483;ناحتما;امْتِحَانٌ;اسم
21484;ضاختما;اِمْتِخَاضٌ;اسم
21485;طاختما;اِمْتِخَاطٌ;اسم
21486;دادتما;اِمْتِدَادٌ;اسم
21487;حادتما;اِمْتِدَاحٌ;اسم
21488;سارتما;اِمْتِرَاسٌ;اسم
21489;جازتما;اِمْتِزَاجٌ;اسم
21490;كاستما;اِمْتِسَاكٌ;اسم
21491;طاشتما;اِمْتِشَاطٌ;اسم
21492;قاشتما;اِمْتِشَاقٌ;اسم
21493;صاصتما;اِمْتِصَاصٌ;اسم
21494;ءاطتما;اِمْتِطَاءٌ;اسم
21495;عاتمإ;إمْتَاعٌ;اسم
21496;ضاعتما;اِمْتِعاضٌ;اسم
21497;عاقتما;اِمْتِقَاعٌ;اسم
21498;ءالتما;اِمْتِلاءٌ;اسم
21499;كالتما;اِمْتِلاكٌ;اسم
21500;نانتما;اِمْتِنانٌ;اسم
21501;عانتما;اِمْتِناعٌ;اسم
21502;ناهتما;اِمْتِهانٌ;اسم
21503;لاثمإ;إِمْثالٌ;اسم
21504;داجمإ;إِمْجادٌ;اسم
21505;ءاحما;اِمِّحاءٌ;اسم
21506;صاحمإ;إِمْحاصٌ;اسم
21507;ضاحمإ;إِمْحاضٌ;اسم
21508;ضاخمإ;إِمْخاضٌ;اسم
21509;قاحما;اِمِّحاقٌ;اسم
21510;دادمإ;إِمْدادٌ;اسم
21511;رمأ;أَمْرٌ;اسم
21512;رامإ;إِمارٌ;اسم
21513;ةرامإ;إِمارَةٌ;اسم
21514;رارمإ;إِمْرارٌ;اسم
21515;رارمإ;إِمْرَارٌ;اسم
21516;رارمإ;إِمْرارٌ;اسم
21517;ريمأت;تَأْمِيرٌ;اسم
21518;ضارمإ;إِمْراضٌ;اسم
21519;عارمإ;إِمْراعٌ;اسم
21520;غارمإ;إِمْراغٌ;اسم
21521;قارمإ;إِمْراقٌ;اسم
21522;ساسمإ;إِمْساسٌ;اسم
21523;ءاسمإ;إِمْساءٌ;اسم
21524;كاسمإ;إِمْساكٌ;اسم
21525;ءاشمإ;إِمْشاءٌ;اسم
21526;قاشمإ;إِمْشاقٌ;اسم
21527;صاصمإ;إِمْصاصٌ;اسم
21528;لاصمإ;إِمْصالٌ;اسم
21529;ضاضمإ;إِمْضاضٌ;اسم
21530;ءاضمإ;إِمْضاءٌ;اسم
21531;غاضمإ;إِمْضاغٌ;اسم
21532;ءاطمإ;إِمْطاءٌ;اسم
21533;راطمإ;إِمْطارٌ;اسم
21534;زاعمإ;إِمْعازٌ;اسم
21535;ناعمإ;إِمْعانٌ;اسم
21536;ثاكمإ;إِمْكاثٌ;اسم
21537;راكمإ;إِمْكارٌ;اسم
21538;،ناكمإ;إِمْكانٌ،;اسم
21539;لمأ;أَمْلٌ;اسم
21540;لمأ;أَمَلٌ;اسم
21541;لالمإ;إِمْلالٌ;اسم
21542;ليمأت;تَأْميلٌ;اسم
21543;ءالمإ;إِمْلاءٌ;اسم
21544;حالمإ;إِمْلاحٌ;اسم
21545;سالمإ;إِمْلاسٌ;اسم
21546;طالمإ;إِمْلاطٌ;اسم
21547;قالمإ;إِمْلاقٌ;اسم
21548;كالمإ;إِمْلاكٌ;اسم
21549;ميمأت;تَأْميمٌ;اسم
21550;نمأ;أَمْنٌ;اسم
21551;ةنامأ;أَمَانَةٌ;اسم
21552;نمأ;أَمْنٌ;اسم
21553;ةنامأ;أَمانَةٌ;اسم
21554;نانمإ;إِمْنانٌ;اسم
21555;نيمأت;تَأْمينٌ;اسم
21556;حانمإ;إِمْناحٌ;اسم
21557;ءاهمإ;إِمْهاءٌ;اسم
21558;راهمإ;إِمْهارٌ;اسم
21559;لاهمإ;إِمْهالٌ;اسم
21560;نينأ;أَنينٌ;اسم
21561;ةنأ;أَنَّةٌ;اسم
21562;ينأ;أَنْيٌ;اسم
21563;ةانأ;أَناةٌ;اسم
21564;ءانأ;أَناءٌ;اسم
21565;ءآنإ;إِنْآءٌ;اسم
21566;ةءانإ;إِناءةٌ;اسم
21567;ةبانإ;إِنابَةٌ;اسم
21568;ةخانإ;إِناخَةٌ;اسم
21569;ةرانإ;إِنارَةٌ;اسم
21570;ةطانإ;إِناطَةٌ;اسم
21571;ةفانإ;إِنافَةٌ;اسم
21572;ةلانإ;إِنالَةٌ;اسم
21573;ةمانإ;إِنامَةٌ;اسم
21574;بينأت;تَأْنيبٌ;اسم
21575;ءابنإ;إِنْباءٌ;اسم
21576;تابنإ;إِنْباتٌ;اسم
21577;تاتبنا;اِنْبِتاتٌ;اسم
21578;ثاثبنا;اِنْبِثاثٌ;اسم
21579;قاثبنا;اِنْبِثاقٌ;اسم
21580;ساجبنا;اِنْبِجاسٌ;اسم
21581;ءاربنا;اِنْبِراءٌ;اسم
21582;ماربنا;اِنْبِرامٌ;اسم
21583;طاسبنا;اِنْبِساطٌ;اسم
21584;طابنإ;إِنْبَاطٌ;اسم
21585;حاطبنا;اِنْبِطاحٌ;اسم
21586;ثاعبنا;اِنْبِعاثٌ;اسم
21587;ءاغبنا;اِنْبِغاءٌ;اسم
21588;جالبنا;اِنْبِلاجٌ;اسم
21589;راهبنا;اِنْبِهارٌ;اسم
21590;بايتنا;اِنْتِيابٌ;اسم
21591;هابتنا;اِنْتِباهٌ;اسم
21592;جاتنإ;إِنْتاجٌ;اسم
21593;عاجتنا;اِنْتِجاعٌ;اسم
21594;فاجتنا;اِنْتِجَافٌ;اسم
21595;ءاحتنا;اِنْتِحاءٌ;اسم
21596;باحتنا;اِنْتِحابٌ;اسم
21597;راحتنا;اِنْتِحارٌ;اسم
21598;ساحتنا;اِنْتِحَاسٌ;اسم
21599;لاحتنا;اِنْتِحالٌ;اسم
21600;باختنا;اِنْتِخابٌ;اسم
21601;ءادتنا;اِنْتِداءٌ;اسم
21602;بادتنا;اِنْتِدابٌ;اسم
21603;عازتنا;اِنْتِزاعٌ;اسم
21604;باستنا;اِنْتِسابٌ;اسم
21605;خاستنا;اِنْتِساخٌ;اسم
21606;لاستنا;اِنْتِسَالٌ;اسم
21607;ءاشتنا;اِنْتِشاءٌ;اسم
21608;راشتنا;اِنْتِشارٌ;اسم
21609;قاشتنا;اِنْتِشاقٌ;اسم
21610;لاشتنا;اِنْتِشالٌ;اسم
21611;باصتنا;اِنْتِصابٌ;اسم
21612;تاصتنا;اِنْتِصاتٌ;اسم
21613;حاصتنا;اِنْتِصاحٌ;اسم
21614;راصتنا;اِنْتِصارٌ;اسم
21615;فاصتنا;اِنْتِصافٌ;اسم
21616;حاضتنا;اِنْتِضاحٌ;اسم
21617;حاطتنا;اِنْتِطاحٌ;اسم
21618;راظتنا;اِنْتِظارٌ;اسم
21619;ماظتنا;اِنْتِظامٌ;اسم
21620;شاعتنا;اِنْتِعاشٌ;اسم
21621;لاعتنا;اِنْتِعالٌ;اسم
21622;ءافتنا;اِنْتِفاءٌ;اسم
21623;خافتنا;اِنْتِفاخٌ;اسم
21624;شافتنا;اِنْتِفاشٌ;اسم
21625;ضافتنا;اِنْتِفاضٌ;اسم
21626;عافتنا;اِنْتِفاعٌ;اسم
21627;لافتنا;اِنْتِفالٌ;اسم
21628;ءاقتنا;اِنْتِقاءٌ;اسم
21629;داقتنا;اِنْتِقادٌ;اسم
21630;شاقتنا;اِنْتِقَاشٌ;اسم
21631;صاقتنا;اِنْتِقاصٌ;اسم
21632;ضاقتنا;اِنْتِقَاضٌ;اسم
21633;لاقتنا;اِنْتِقالٌ;اسم
21634;ماقتنا;اِنْتِقامٌ;اسم
21635;ساكتنا;اِنْتِكاسٌ;اسم
21636;صاكتنا;اِنْتِكاصٌ;اسم
21637;ءامتنا;اِنْتِماءٌ;اسم
21638;ناتنإ;إِنْتانٌ;اسم
21639;ءاهتنا;اِنْتِهاءٌ;اسم
21640;باهتنا;اِنْتِهَابٌ;اسم
21641;جاهتنا;اِنْتِهاجٌ;اسم
21642;راهتنا;اِنْتِهارٌ;اسم
21643;زاهتنا;اِنْتِهازٌ;اسم
21644;ساهتنا;اِنْتِهاسٌ;اسم
21645;ضاهتنا;اِنْتِهاضٌ;اسم
21646;كاهتنا;اِنْتِهاكٌ;اسم
21647;ةثونأ;أُنوثَةٌ;اسم
21648;ثنأ;أَنْثٌ;اسم
21649;ةثانأ;أَناثَةٌ;اسم
21650;ثينأت;تَأْنيثٌ;اسم
21651;لايثنا;اِنْثِيالٌ;اسم
21652;باقثنا;اِنْثِقابٌ;اسم
21653;مالثنا;اِنْثِلامٌ;اسم
21654;ءانثنا;اِنْثِناءٌ;اسم
21655;ءاجنإ;إِنْجاءٌ;اسم
21656;بايجنا;اِنْجِيابٌ;اسم
21657;لايجنا;اِنْجِيالٌ;اسم
21658;باجنإ;إِنْجابٌ;اسم
21659;ذابجنا;اِنْجِباذٌ;اسم
21660;رابجنا;اِنْجِبارٌ;اسم
21661;حاجنإ;إِنْجاحٌ;اسم
21662;داجنإ;إِنْجادٌ;اسم
21663;باذجنا;اِنْجِذابٌ;اسم
21664;راذجنا;اِنْجِذارٌ;اسم
21665;ماذجنا;اِنْجِذامٌ;اسم
21666;رارجنا;اِنْجِرارٌ;اسم
21667;راجنإ;إِنْجارٌ;اسم
21668;دارجنا;اِنْجِرادٌ;اسم
21669;فارجنا;اِنْجِرافٌ;اسم
21670;زاجنإ;إِنْجازٌ;اسم
21671;مازجنا;اِنْجِزامٌ;اسم
21672;ساجنإ;إِنْجَاسٌ;اسم
21673;عاجنإ;إِنْجاعٌ;اسم
21674;فاجنإ;إِنْجَافٌ;اسم
21675;لاجنإ;إِنْجَالٌ;اسم
21676;ءالجنا;اِنْجِلاءٌ;اسم
21677;ماجنا;اِنْجامٌ;اسم
21678;عامجنا;اِنْجِماعٌ;اسم
21679;ءاحنإ;إِنْحاءٌ;اسم
21680;زايحنا;اِنْحِيازٌ;اسم
21681;سابحنا;اِنْحِباسٌ;اسم
21682;تاتحنا;اِنْحِتاتٌ;اسم
21683;رادحنا;اِنْحِدارٌ;اسم
21684;فارحنا;اِنْحِرافٌ;اسم
21685;راسحنا;اِنْحِسارٌ;اسم
21686;ماسحنا;اِنْحِسامٌ;اسم
21687;راصحنا;اِنْحِصارٌ;اسم
21688;طاطحنا;اِنْحِطاطٌ;اسم
21689;ماطحنا;اِنْحِطامٌ;اسم
21690;فاحنإ;إِنْحافٌ;اسم
21691;لاحنإ;إِنْحالٌ;اسم
21692;لالحنا;اِنْحِلالٌ;اسم
21693;بالحنا;اِنْحِلابٌ;اسم
21694;قامحنا;اِنْحِماقٌ;اسم
21695;ءانحنا;اِنْحِناءٌ;اسم
21696;عادخنا;اِنْخِداعٌ;اسم
21697;طارخنا;اِنْخِراطٌ;اسم
21698;قارخنا;اِنْخِراقٌ;اسم
21699;مارخنا;اِنْخِرامٌ;اسم
21700;فاسخنا;اِنْخِسافٌ;اسم
21701;ضافخنا;اِنْخِفاضٌ;اسم
21702;عالخنا;اِنْخِلاعٌ;اسم
21703;ثانخنا;اِنْخِناثٌ;اسم
21704;قانخنا;اِنْخِناقٌ;اسم
21705;ءادنإ;إِنْداءٌ;اسم
21706;بادنإ;إِنْدابٌ;اسم
21707;غابدنا;اِنْدِباغٌ;اسم
21708;راثدنا;اِنْدِثارٌ;اسم
21709;راحدنا;اِنْدِحارٌ;اسم
21710;رادنإ;إِنْدَارٌ;اسم
21711;جاردنا;اِنْدِراجٌ;اسم
21712;ساردنا;اِنْدِراسٌ;اسم
21713;ساسدنا;اِنْدِساسٌ;اسم
21714;فادنإ;إِنْدَافٌ;اسم
21715;عافدنا;اِنْدِفاعٌ;اسم
21716;قافدنا;اِنْدِفاقٌ;اسم
21717;نافدنا;اِنْدِفانٌ;اسم
21718;قاقدنا;اِنْدِقاقٌ;اسم
21719;كاكدنا;اِنْدِكاكٌ;اسم
21720;سالدنا;اِنْدِلاسٌ;اسم
21721;عالدنا;اِنْدِلاعٌ;اسم
21722;فالدنا;اِنْدِلافٌ;اسم
21723;قالدنا;اِنْدِلاقٌ;اسم
21724;مادنإ;إِنْدامٌ;اسم
21725;جامدنا;اِنْدِماجٌ;اسم
21726;لامدنا;اِنْدِمالٌ;اسم
21727;راذنإ;إِنْذارٌ;اسم
21728;حايزنا;اِنْزِياحٌ;اسم
21729;راجزنا;اِنْزِجارٌ;اسم
21730;رازنإ;إِنْزَارٌ;اسم
21731;جاعزنا:;:اِنْزِعاجٌ;اسم
21732;قاعزنا;اِنْزِعاقٌ;اسم
21733;فازنإ;إِنْزافٌ;اسم
21734;قازنإ;إِنْزَاقٌ;اسم
21735;لازنإ;إِنْزالٌ;اسم
21736;قالزنا;اِنْزِلاقٌ;اسم
21737;ءاوزنا;اِنْزِواءٌ;اسم
21738;سنأ;أُنْسٌ;اسم
21739;سنأ;أَنَسٌ;اسم
21740;سنأ;أُنْسٌ;اسم
21741;سينأت;تَأْنيسٌ;اسم
21742;ءاسنإ;إِنْساءٌ;اسم
21743;بايسنا;اِنْسِيابٌ;اسم
21744;قايسنا;اِنْسِياقٌ;اسم
21745;كابسنا;اِنْسِباكٌ;اسم
21746;راتسنا;اِنْسِتارٌ;اسم
21747;ماجسنا;اِنْسِجامٌ;اسم
21748;باحسنا;اِنْسِحابٌ;اسم
21749;قاحسنا;انسْحَاقٌ;اسم
21750;دادسنا;اِنْسِدَادٌ;اسم
21751;رادسنا;اِنْسِدَارٌ;اسم
21752;لادسنا;اِنْسِدالٌ;اسم
21753;بارسنا;اِنْسِرابٌ;اسم
21754;حارسنا;اِنْسِراحٌ;اسم
21755;قارسنا;اِنْسِراقٌ;اسم
21756;حاطسنا;اِنْسِطاحٌ;اسم
21757;فاسنإ;إِنْسافٌ;اسم
21758;كافسنا;اِنْسِفاكٌ;اسم
21759;باكسنا;اِنْسِكابٌ;اسم
21760;لاسنإ;إِنْسالٌ;اسم
21761;لالسنا;اِنْسِلالٌ;اسم
21762;ءالسنا;اِنْسِلاءٌ;اسم
