ID;WORD;VOCALIZED;WORD_TYPE;ANTO_SET;ANTO_SET_VOCALIZED
5125;سمانة;سَمَانَة;اسم;"نحافة;هزال";"نَحَافَة;هُزَال"
5126;سمح;سَمْح;اسم;"طماع;جشع";"طَمَاع;جَشِع"
5127;سمح;سَمَحَ;فعل;"منع";"مَنَعَ"
5128;سمع;سَمَّعَ;فعل;"طرّش";"طَرَّشَ"
5129;سمع;سَمَع;اسم;"طرش";"طَرَش"
5130;سمع;سَمِعَ;فعل;"طرش";"طَرِشَ"
5131;سمق;سَمَقَ;فعل;"انخفض;وطؤ;هبط";"انْخَفَضَ;وَطُؤَ;هَبَطَ"
5132;سمق;سَمِق;اسم;"منخفض;واطئ;هابط";"مُنْخَفِض;وَاطِئ;هَابِط"
5133;سمك;سَمْك;اسم;"هبوط";"هُبُوط"
5134;سمك;سَمَكَ;فعل;"هبط";"هَبَطَ"
5135;سمك;سَمُكَ;فعل;"رقّ;شفّ";"رَقَّ;شَفَّ"
5136;سمك;سَمَّكَ;فعل;"رقّ";"رَقَّ"
5137;سمن;سَمِنَ;فعل;"هزل";"هَزِلَ"
5138;سمن;سَمُنَ;فعل;"هزل;ضعف";"هَزُلَ;ضَعُفَ"
5139;سمنة;سُمْنَة;اسم;"هزال";"هُزَال"
5140;سمو;سُمُوّ;اسم;"هبوط;سفول;انحطاط";"هُبُوط;سُفُول;انْحِطَاط"
5141;سموق;سُمُوق;اسم;"انحدار;هبوط";"انْحِدَار;هُبُوط"
5142;سميك (من الأشياء);سَمِيك (مِنَ الأَشْيَاء);اسم;"دقيق;رقيق;شفّاف";"دَقِيق;رَقِيق;شَفَّاف"
5143;سمين;سَمِين;اسم;"هزيل;نحيل;غثّ;ضعيف";"هَزِيل;نَحِيل;غَثّ;ضَعِيف"
5144;سن (السكين);سَنَّ (السِكِّين);فعل;"فلّ;ثلم";"فَلَّ;ثَلَمَ"
5145;سنا;سَنَا;اسم;"ظلمة";"ظُلْمَة"
5146;سناء;سَنَاء;اسم;"ظلمة;انحطاط;حقارة";"ظُلْمَة;انْحِطَاط;حَقَارَة"
5147;سنح;سَنَحَ;فعل;"برح";"بَرَحَ"
5148;سنهاء (من الأرض);سَنْهَاء (مِنَ الَأرْضِ);اسم;"مخصبة";"مُخْصِبَة"
5149;سني;سَنِيَ;فعل;"انحطّ;هبط";"انْحَطَّ;هَبَطَ"
5150;سني;سَنِيّ;اسم;"حقير;منحطّ";"حَقِير;مُنْحَطّ"
5151;سنيح;سَنِيح;اسم;"بارح";"بَارِح"
5152;سها;سَهَا;فعل;"تنبّه;تذكّر";"تَنَبَّهَ;تَذَكَّرَ"
5153;سهاد;سُهَاد;اسم;"رقاد;نوم";"رُقَاد;نَوْم"
5154;سهد;سَهِدَ;فعل;"نام;رقد;غفا";"نَامَ;رَقَدَ;غَفَا"
5155;سهد;سُهْد;اسم;"رقاد;نوم";"رُقَاد;نَوْم"
5156;سهد;سَهَّدَ;فعل;"أرقد";"أَرْقَدَ"
5157;سهرة;سَهْرَة;اسم;"نوم";"نَوْم"
5158;سهر;سَهِرَ;فعل;"نام";"نَامَ"
5159;سهران;سَهْرَان;اسم;"نائم;راقد";"نَائِم;رَاقِد"
5160;سهرة;سَهْرَة;اسم;"غفوة";"غَفْوَة"
5161;سهكة;سَهْكَة;اسم;"أريج;عبير";"أَرِيج;عَبِير"
5162;سهل;سَهْل;اسم;"صعب;جبل";"صَعْب;جَبَل"
5163;سهل;سَهُلَ;فعل;"صعب";"صَعُبَ"
5164;سهل (الأمر);سَهَّلَ (الأَمْرَ);فعل;"صعّب;عقّد";"صَعَّبَ;عَقَّدَ"
5165;سهلي;سَهْلِيّ;اسم;"جبليّ";"جَبَلِيّ"
5166;سهم (وجهه);سَهُمَ (وَجْهُهُ);فعل;"أشرق";"أَشْرَقَ"
5167;سهو;سَهْو;اسم;"تنبّه;تذكّر;قصد;عمد";"تَنَبُّه;تَذَكُّر;قَصْد;عَمْد"
5168;سهوق;سَهْوَق;اسم;"صادق";"صَادِق"
5169;سهوك;سَهُوك;اسم;"عبير;أريج";"عَبِير;أَرِيج"
5170;سهوم;سُهُوم;اسم;"إشراق";"إِشْرَاق"
5171;سهومة;سُهُومَة;اسم;"إشراق";"إِشْرَاق"
5172;سوء;سُوء;اسم;"حسنى;صلاح;خير";"حُسْنَى;صَلاَح;خَيْر"
5173;سوء (الظن);سُوء (الظَّنّ);اسم;"حسن (الظّنّ)";"حُسْن (الظَّنّ)"
5174;سوءى;سُوءَى;اسم;"حسنى";"حُسْنَى"
5175;سواء (السبيل);سَوَاء (السَّبِيل);اسم;"ضلال";"ضَلاَل"
5176;سوءاء;سَوْءَاء;اسم;"حسناء";"حَسْنَاء"
5177;سوى;سَوَّى;فعل;"ظلم;جار;أجحف";"ظَلَمَ;جَارَ;أَجْحَفَ"
5178;سواد;سَوَاد;اسم;"بياض";"بَيَاض"
5179;سواد (الناس);سَوَاد (النَّاس);اسم;"صفوة;خيار";"صَفْوَة;خِيَار"
5180;سود;سَوَّدَ;فعل;"بيّض";"بَيَّضَ"
5181;سوداء;سَوْدَاء;اسم;"بيضاء";"بَيْضَاء"
5182;سودان;سُودَان;اسم;"بيض";"بِيض"
5183;سوف;سَوَّفَ;فعل;"أدى (الأمانة)";"أَدَى (الأَمَانَة)"
5184;سوقة (من الناس);سُوقَة (مَن النَّاس);اسم;"صفوة;نخبة;أماثل;خيار;أفاضل";"صَفْوَة;نُخْبَة;أَمَاثِل;خَيَار;أَفَاضِل"
5185;سيء;سَيِّء;اسم;"حسن";"حَسَن"
5186;سيء (الظن);سَيِّء (الظَّنّ);اسم;"حسن";"حَسَن"
5187;سيء (العاقبة);سَيِّء (العَاقِبَة);اسم;"سليم";"سَلِيم"
5188;سيئة;سَيِّئَة;اسم;"حسنة";"حَسَنَة"
5189;سيب (الامور);سَيَّبَ (الاُمُورَ);فعل;"ضبط";"ضَبَطَ"
5190;سيب (الحيوان);سَيَّبَ (الحَيَوَان);فعل;"قيّد";"قَيَّدَ"
5191;سيد;سَيِد;اسم;"عبد;تابع";"عِبْد;تَابِع"
5192;سيدة;سَيِدَة;اسم;"أمة;جارية";"أَمَة;جَارِيَة"
5193;سير;سَيْر;اسم;"توقّف";"تَوَقُّف"
5194;سيفان (من الرجال);سَيْفَان (مِنَ الرِّجَال);اسم;"قصير";"قَصِير"
5195;سيل;سَيَّلَ;فعل;"جمّد";"جَمَّدَ"
5196;سيلان;سَيَلاَن;اسم;"جمود";"جُمُود"
5197;شائبة;شَائِبَة;اسم;"طهارة";"طَهَارَة"
5198;شائع (من الكلام);شَائِع (مِنَ الكَلاَمِ);اسم;"غريب;حوشيّ";"غَرِيب;حُوشِيّ"
5199;شائن;شَائِن;اسم;"مزيّن";"مُزَيِّن"
5200;شاب;شَابّ;اسم;"طفل;شيخ";"طِفْل;شَيْخ"
5201;شابه;شَابَهَ;فعل;"خالف;ناقض";"خَالَفَ;نَاقَضَ"
5202;شاتم;شَاتَمَ;فعل;"مادح";"مَادَحَ"
5203;شاتم;شَاتِم;اسم;"مادح";"مَادِح"
5204;شاتي;شَاتِي;اسم;"صاحي";"صَاحِي"
5205;شاحن;شَاحَنَ;فعل;"أحبّ";"أَحَبَّ"
5206;شاخ;شَاخَ;فعل;"شبّ";"شَبَّ"
5207;شاخص;شَاخِص;اسم;"ممحى;مندثر";"مُمْحَى;مُنْدَثِر"
5208;شاد;شَادَ;فعل;"هدم;قوّض";"هَدَمَ;قَوَّضَ"
5209;شادي;شَادِي;اسم;"نائح";"نَائِح"
5210;شارب;شَارِب;اسم;"ظامئ;عاطش;آكل;صاحي";"ظَامِئ;عَاطِش;آكِل;صَاحِي"
5211;شاري;شَارِي;اسم;"بائع";"بَائِع"
5212;شاغل;شَاغِل;اسم;"شاغر";"شَاغِر"
5213;شاغر;شَاغِر;اسم;"شاغل";"شَاغِل"
5214;شاق;شَاقّ;اسم;"سهل;هيّن";"سَهْل;هَيِّن"
5215;شاك;شَاكّ;اسم;"واثق;متأكد;متيقّن";"وَاثِق;مُتَأَكِد;مُتَيَقِّن"
5216;شاكل;شَاكَلَ;فعل;"خالف";"خَالَفَ"
5217;شؤم;شُؤْم;اسم;"تفاؤل";"تَفَاؤُل"
5218;شامخ;شَامِخ;اسم;"منخفض;منحطّ;سافل";"مُنْخَفِض;مُنْحَطّ;سَافِل"
5219;شامس;شَامِس;اسم;"غائم;ماطر";"غَائِم;مَاطِر"
5220;شان;شَانَ;فعل;"زيّن";"زَيَّنَ"
5221;شاهق;شَاهِق;اسم;"منخفض;واطئ";"مُنْخَفِض;وَاطِئ"
5222;شاور;شَاوَرَ;فعل;"خاصم";"خَاصَمَ"
5223;شب (النار);شَبَّ (النَّارَ);فعل;"أخمد";"أَخْمَدَ"
5224;شباب;شَبَاب;اسم;"طفولة;شيخوخة";"طُفُولَة;شَيْخُوخَة"
5225;شبب (الشاعر بالمرأة);شَبَّبَ (الشَّاعِرُ بِالمَرأَةِ);فعل;"سخر (منها);هجا";"سَخِرَ (مِنْهَا);هَجَا"
5226;شب -ت(النار);شَبَّ -ت(النَّارُ);فعل;"خمد -ت";"خَمَدَ -ت"
5227;شبع;شَبَع;اسم;"جوع;سغب;طوى";"جُوع;سَغَب;طَوَى"
5228;شبع;شَبِعَ;فعل;"جاع;سغب";"جَاعَ;سَغِبَ"
5229;شبعان;شَبْعَان;اسم;"جائع";"جَائِع"
5230;شبك (شيئا بلآخر);شَبَّكَ (شَيْئًا بلآخَر);فعل;"خلّص";"خَلَّصَ"
5231;شبه;شَبَه;اسم;"خلاف;نقيض;ضدّ";"خِلاَف;نَقِيض;ضِدّ"
5232;شبيع;شَبِيع;اسم;"جائع";"جَائِع"
5233;شبيه;شَبِيه;اسم;"نقيض;خلاف;ضدّ;عكس";"نَقِيض;خِلاَف;ضِدّ;عَكْس"
5234;شتا;شَتَا;فعل;"صاف";"صَافَ"
5235;شتى (القوم);شَتَّى (القَوْمُ);فعل;"صيّف";"صَيَّفَ"
5236;شتاء;شِتَاء;اسم;"صيف";"صَيْف"
5237;شتت (الشيء);شَتَّتَ (الشَّيْءَ);فعل;"جمع";"جَمَعَ"
5238;شتل;شَتَلَ;فعل;"قلع";"قِلَعَ"
5239;شتل;شَتْل;اسم;"قلع";"قَلْع"
5240;شتم;شَتَمَ;فعل;"مدح";"مَدَحَ"
5241;شتم;شَتْم;اسم;"مدح";"مَدْح"
5242;شتوي;شَتْوِيّ;اسم;"صيفيّ";"صَيْفِيّ"
5243;شتيت;شَتِيت;اسم;"متجمّع";"مُتَجَمِّع"
5244;شتيمة;شَتِيمَة;اسم;"مديح";"مَدِيح"
5245;شجاع;شُجَاع;اسم;"جبان";"جَبَان"
5246;شجاعة;شَجَاعَة;اسم;"جبن";"جُبْن"
5247;شجب;شَجِب;اسم;"فرح";"فَرِح"
5248;شجب;شَجَبَ;فعل;"أفرح";"أَفْرَحَ"
5249;شجع;شَجُعَ;فعل;"جبن";"جَبُنَ"
5250;شجن;شَجِنَ;فعل;"فرح";"فَرِحَ"
5251;شجن;شَجَن;اسم;"فرح";"فَرَح"
5252;شجو;شَجْو;اسم;"فرح";"فَرَح"
5253;شجي;شَجِيّ;اسم;"فرح";"فَرِح"
5254;شح;شَحَّ;فعل;"غزر;جاد;سخا";"غَزُرَ;جَادَ;سَخَا"
5255;شح;شِحّ;اسم;"غزارة;سخاء;جود";"غَزَارَة;سَخَاء;جُود"
5256;شحذ (السكين);شَحَذَ (السِّكِّين);فعل;"فلّ;ثلم;أتلف";"فَلَّ;ثَلَمَ;أَتْلَفَ"
5257;شحناء;شَحْنَاء;اسم;"محبة;صداقة";"مَحَبَة;صَدَاقَة"
5258;شحيح;شَحِيح;اسم;"سخيّ;كريم";"سَخِيّ;كَرِيم"
5259;شخص (إلى المكان);شَخَصَ (إِلَى المَكَانِ);فعل;"خرج (منه)";"خَرَجَ (مِنْهُ)"
5260;شخص (الطلل);شَخَصَ (الطَّلَلُ);فعل;"امّحى;اندثر";"امَّحَى;انْدَثَرَ"
5261;شخص (من المكان);شَخَصَ (مِنَ المَكَانِ);فعل;"قدم (إليه);أتى (إليه)";"قَدِمَ (إِلَيْهِ);أَتَى (إِلَيْهِ)"
5262;شد;شَدَّ;فعل;"رخّى";"رَخَّى"
5263;شد;شَدّ;اسم;"ترخية";"تَرْخِيَة"
5264;شد (الشيء);شَدَّ (الشَّيْءَ);فعل;"حلّ;فكّ";"حَلَّ;فَكَّ"
5265;شد (عضده);شَدَّ (عَضُدَهُ);فعل;"خذل;أضعف";"خَذَلَ;أَضْعَفَ"
5266;شدا;شَدَا;فعل;"ناح";"نَاحَ"
5267;شدة;شِدَّة;اسم;"فرج;رخاء";"فَرَج;رَخَاء"
5268;شدو;شَدْو;اسم;"نوح;نواح";"نَوْح;نَوَاح"
5269;شديد;شَدِيد;اسم;"ضعيف;ليّن";"ضَعِيف;لَيِّن"
5270;شديد (المراس);شَدِيد (المِرَاس);اسم;"ليّن";"لَيِّن"
5271;شذاذ (الآفاق);شُذَّاذ (الآفَاق);اسم;"أقرباء";"أَقْرِبَاء"
5272;شذاذ (الناس);شُذَّاذ (النَّاس);اسم;"أّفاضل;أعيان;خيار;صفوة;أماثل";"أّفَاضِل;أَعْيَان;خِيَار;صَفْوَة;أَمَاثِل"
5273;شر;شَرّ;اسم;"خير";"خَيْر"
5274;شرى;شَرَى;فعل;"باع";"بَاعَ"
5275;شراء;شِرَاء;اسم;"ابتياع;بيع";"ابْتِيَاع;بَيْع"
5276;شراب;شَرَاب;اسم;"طعام";"طَعَام"
5277;شراسة;شَرَاسَة;اسم;"ليونة;نعومة";"لُيُونَة;نُعُومَة"
5278;شرب;شَرِبَ;فعل;"عطش;أكل";"عَطِشَ;أَكَلَ"
5279;شرب;شُرْب;اسم;"عطش;أكل";"عَطَش;أَكْل"
5280;شرس;شَرِس;اسم;"لطيف;ناعم";"لَطِيف;نَاعِم"
5281;شرع (الباب);شَرَّعَ (البَابَ);فعل;"أغلق;أوصد";"أَغْلَقَ;أَوْصَدَ"
5282;شرف;شَرُفَ;فعل;"حقر";"حَقُرَ"
5283;شرف;شَرَف;اسم;"حقارة;خساسة";"حَقَارَة;خَسَاسَة"
5284;شرق;شَرْق;اسم;"غرب";"غَرْب"
5285;شرق;شَرَّقَ;فعل;"غرّب";"غَرَّبَ"
5286;شرق (بالماء);شَرِقَ (بِالمَاءِ);فعل;"استساغ";"اسْتَسَاغَ"
5287;شرق -ت(الشمس);شَرَقَ -ت(الشَّمْسُ);فعل;"غرب -ت;غاب -ت";"غَرُبَ -ت;غَابَ -ت"
5288;شروق;شُرُوق;اسم;"غروب;غياب";"غُرُوب;غِيَاب"
5289;شري;شَرْي;اسم;"أري";"أَرْي"
5290;شرير;شِرِّير;اسم;"خيّر";"خَيِّر"
5291;شريف;شَرِيف;اسم;"حقير;خسيس";"حَقِير;خَسِيس"
5292;شريفة (من النساء);شَرِيفَة (مِنَ النِّسَاءِ);اسم;"ساقطة;عاهرة";"سَاقِطَة;عَاهِرَة"
5293;شز (من الأشياء);شَزّ (مِنَ الأَشْيَاء);اسم;"أخضر";"أَخْضَر"
5294;شزب;شَزْب;اسم;"سمانة";"سَمَانَة"
5295;شزب (الحيوان);شَزَبَ (الحَيَوَانُ);فعل;"سمن";"سَمِنَ"
5296;شزب (الحيوان);شَزَّبَ (الحَيَوَانَ);فعل;"سمّن";"سَمَّنَ"
5297;شزر;شَزَرَ;فعل;"حدّق";"حَدَّقَ"
5298;شزر;شَزَر;اسم;"تحديق";"تَحْدِيق"
5299;شسع (المكان);شَسَعَ (المَكَانُ);فعل;"قرب";"قَرُبَ"
5300;شص;شَصَّ;فعل;"قرب";"قَرُبَ"
5301;شص;شَصّ;اسم;"قرب";"قُرْب"
5302;شصب;شَصْب;اسم;"خصب;رخاء";"خِصْب;رَخَاء"
5303;شصب (الأمر);شَصَبَ (الأَمْرُ);فعل;"هان";"هَانَ"
5304;شصب (من العيش);شَصَب (مِنَ العَيْشِ);اسم;"رخاء";"رَخَاء"
5305;شصو;شَصْو;اسم;"رخاء";"رَخَاء"
5306;شصيبة;شَصِيبَة;اسم;"خصوبة";"خُصُوبَة"
5307;شط;شَطَّ;فعل;"اقترب;قرب";"اقْتَرَبَ;قَرُبَ"
5308;شط (في الشيء);شَطَّ (فِي الشَّيْءِ);فعل;"اقتصر (فيه);اختصر (فيه)";"اقْتَصَرَ (فِيهِ);اخْتَصَرَ (فِيهِ)"
5309;شطاط;شَطَاط;اسم;"قرب;دنوّ";"قُرْب;دُنْوّ"
5310;شطب;شَطَبَ;فعل;"كتب;سطّر";"كَتَبَ;سَطَّرَ"
5311;شطب;شَطْب;اسم;"كتابة;تسطير";"كِتَابَة;تَسْطِير"
5312;شطر;شَطَرَ;فعل;"جمع;صمّ";"جَمَعَ;صَمَّ"
5313;شطط;شَطَط;اسم;"اختصار;اقتصار";"اخْتِصَار;اقْتِصَار"
5314;شطن (البيت);شَطَنَ (البَيْت);فعل;"قرب";"قَرُبَ"
5315;شطون;شُطُون;اسم;"اقتراب";"اقْتِرَاب"
5316;شطين;شَطِين;اسم;"قريب";"قَرِيب"
5317;شظف (العيش);شَظَف (العَيْشِ);اسم;"رخاء;لين;نعومة;رغد";"رَخَاء;لَيِن;نُعُومَة;رَغَد"
5318;شعب (الشيء);شَعَبَ (الشَّيْءَ);فعل;"أصلح;جمع";"أَصْلَحَ;جَمَعَ"
5319;شعث;شَعْث;اسم;"شمل";"شَمْل"
5320;شعث (الشيء);شَعَّثَ (الشَّيْءَ);فعل;"جمع (شمله)";"جَمَعَ (شَمْلَهُ)"
5321;شعشع;شَعْشَعَ;فعل;"خبا;خفت";"خَبَا;خَفَتَ"
5322;شعشعة;شَعْشَعَة;اسم;"خفوت;خبوّ";"خُفُوت;خُبُوّ"
5323;شعل;شَعَّلَ;فعل;"أطفأ";"أَطْفَأَ"
5324;شعل;شَعَلَ;فعل;"انطفأ";"انْطَفَأَ"
5325;شغب;شَغَب;اسم;"هدوء;ألفة";"هُدُوء;أُلْفَة"
5326;شغر (المكان);شَغَرَ (المَكَانُ);فعل;"ملئ;شغل";"مُلِئَ;شُغِلَ"
5327;شغف;شَغَف;اسم;"كره";"كُرْه"
5328;شغف (به);شَغِفَ (بِهِ);فعل;"كره;أبغض";"كَرِهَ;أَبْغَضَ"
5329;شغف (بالشيء);شَغِفَ (بِالشَّيْءِ);فعل;"كره;أبغض";"كَرِهَ;أَبْغَضَ"
5330;شغل;شُغْل;اسم;"بطالة";"بَطَالَة"
5331;شغل (المكان);شَغِلَ (المَكَان);فعل;"شغر";"شَغَرَ"
5332;شف;شَفّ;اسم;"سميك;عباءة;معطف";"سَمِيك;عَبَاءَة;مِعْطَف"
5333;شف (الشيء);شَفَّ (الشَّيْءُ);فعل;"سمك";"سَمُكَ"
5334;شفاء;شِفَاء;اسم;"سقم;اعتلال;مرض";"سِقَم;اعْتِلاَل;مَرَض"
5335;شفاف;شَفَّاف;اسم;"سميك";"سَمِيك"
5336;شفوف;شُفُوف;اسم;"عباءة";"عَبَاءَة"
5337;شفي;شُفِيَ;فعل;"سقم;اعتل;مرض";"سَقِمَ;اعْتَلَ;مَرِضَ"
5338;شفيف;شَفِيف;اسم;"سميك;حرّ;برد";"سَمِيك;حَرّ;بَرْد"
5339;شق (عليه الأمر);شَقَّ (عَلَيْهِ الأَمْرُ);فعل;"هان";"هَانَ"
5340;شقاء;شَقَاء;اسم;"سعد;نعيم;سعادة";"سَعْد;نَعِيم;سَعِادَة"
5341;شقاوة;شَقَاوَة;اسم;"سعد";"سَعْد"
5342;شقوة;شَقْوَة;اسم;"سعد";"سَعْد"
5343;شقي;شَقِيَ;فعل;"سعد";"سَعِدَ"
5344;شقي;شَقِيّ;اسم;"سعيد";"سَعِيد"
5345;شك;شَكّ;اسم;"يقين;تيقّن;تأكّد";"يَقِين;تَيَقُّن;تَأَكُّد"
5346;شك (بالأمر);شَكَّ (بِالأَمْرِ);فعل;"تأكّد (منه);وثق (منه)";"تَأَكَّدَ (مِنْهُ);وَثِقَ (مِنْهُ)"
5347;شكاك;شَكَّاك;اسم;"واثق;متأكّد";"وَاثِق;مُتَأَكِّد"
5348;شكل (الدابة);شَكَلَ (الدَّابَةَ);فعل;"حرّر";"حَرَّرَ"
5349;شكيمة;شَكِيمَة;اسم;"سوء (الخلق);خضوع";"سُوء (الخُلُق);خُضُوع"
5350;شماتة;شَمَاتَة;اسم;"حزن";"حُزْن"
5351;شمال;شَمَال;اسم;"يمين;جنوب;قبلة";"يَمِين;جَنُوب;قِبْلَة"
5352;شمت;شَمِتَ;فعل;"حزن";"حَزِنَ"
5353;شمخ;شَمْخ;اسم;"انخفاض;انحدار";"انْخِفَاض;انْحِدَار"
5354;شمخ;شَمَخَ;فعل;"انخفض;انحدر;سفل;انحطّ";"انْخَفَضَ;انْحَدَرَ;سَفَلَ;انْحَطَّ"
5355;شمخ (بأنفه);شَمَخَ (بِأَنْفِهِ);فعل;"تواضع";"تَوَاضَعَ"
5356;شمخر;شَمْخَرَ;فعل;"تواضع";"تَوَاضَعَ"
5357;شمل;شَمْل;اسم;"شعث";"شَعْث"
5358;شموخ;شُمُوخ;اسم;"انحدار;سفول;انخفاض";"انْحِدَار;سُفُول;انْخِفَاض"
5359;شناءة;شَنَاءَة;اسم;"حبّ";"حُبّ"
